Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000197077,KIAA1671,47,0.53918,38,0.20488,32,-0.0696,26,-0.3695,29,-0.2078,37,0.15959,30,-0.1958,21,-0.7230,42,0.36603,36,0.10329
ENSG00000244752,CRYBB2,46,-0.1231,36,-0.5193,44,-0.1818,86,0.88246,29,-0.8128,76,0.67183,54,0.13355,25,-1.0298,48,-0.0742,51,0.04136
ENSG00000100077,GRK3,40,-1.3132,91,-0.0730,133,0.54428,86,-0.1468,118,0.34888,101,0.10406,110,0.27055,89,-0.1051,101,0.09508,64,-0.6118
ENSG00000100095,SEZ6L,76,-0.9167,261,1.06631,104,-0.4294,163,0.27489,150,0.14623,207,0.66638,134,-0.0427,54,-1.4334,110,-0.3370,115,-0.2743
ENSG00000128203,ASPHD2,14,-1.5654,85,1.19618,28,-0.6028,76,1.00145,29,-0.5165,34,-0.2986,59,0.65645,22,-0.9661,20,-1.1133,27,-0.6602
ENSG00000100099,HPS4,16,-0.6534,32,0.35900,24,-0.0798,34,0.47233,19,-0.4049,23,-0.1259,16,-0.7651,48,1.06810,21,-0.2537,27,0.11580
ENSG00000100104,SRRD,18,-0.7714,38,0.40435,11,-1.4851,44,0.63449,14,-1.1454,50,0.84989,42,0.64130,30,0.00693,19,-0.6720,18,-0.7755
ENSG00000100109,TFIP11,24,0.46417,22,0.28369,20,0.19356,16,-0.1922,17,-0.0564,7,-1.3015,10,-0.9206,36,1.14892,16,-0.1505,18,0.00556
ENSG00000128294,TPST2,60,1.59728,15,-0.6437,23,-0.0254,27,0.25622,12,-0.9864,27,0.22110,11,-1.2174,14,-0.7183,18,-0.4169,37,0.75919
ENSG00000225783,MIAT,15,-2.1037,120,1.15250,83,0.52435,68,0.21564,46,-0.3892,77,0.41789,38,-0.7422,73,0.31787,49,-0.3179,49,-0.3139
ENSG00000180957,PITPNB,59,-0.7669,120,0.34849,133,0.51105,80,-0.2890,161,0.82934,63,-0.6630,113,0.27663,73,-0.4377,80,-0.2902,68,-0.5378
ENSG00000100209,HSCB,15,-0.3099,8,-1.2451,12,-0.5892,22,0.31295,18,-0.0046,22,0.33114,19,0.07055,14,-0.4329,20,0.17723,30,0.81836
ENSG00000159873,CCDC117,12,-0.4106,22,0.45833,29,0.95498,14,-0.2723,12,-0.4628,36,1.30207,12,-0.5011,7,-1.2128,13,-0.3311,9,-0.8021
ENSG00000183579,ZNRF3,25,0.04509,13,-0.9589,6,-2.0872,38,0.73375,27,0.20346,20,-0.2405,10,-1.3342,11,-1.1319,49,1.18293,53,1.33105
ENSG00000186998,EMID1,21,-0.7955,13,-1.5044,23,-0.6288,45,0.38545,34,-0.0390,21,-0.7621,16,-1.2260,55,0.72561,64,0.98624,77,1.29319
ENSG00000100263,RHBDD3,9,-0.8818,18,0.11933,37,1.28533,7,-1.3744,9,-0.9307,13,-0.4188,16,-0.1230,23,0.48844,16,-0.1024,23,0.45134
ENSG00000182944,EWSR1,82,-0.3426,129,0.38142,102,0.00150,98,-0.0591,124,0.32408,85,-0.2853,103,0.02892,126,0.34169,79,-0.3900,87,-0.2453
ENSG00000185340,GAS2L1,78,-0.0265,70,-0.1904,76,-0.0680,134,0.85822,77,-0.0453,67,-0.2601,78,-0.0230,70,-0.1838,83,0.08415,59,-0.4580
ENSG00000100276,RASL10A,40,-0.8074,134,1.13234,55,-0.3298,88,0.42330,46,-0.5756,102,0.66461,52,-0.4372,47,-0.5652,64,-0.0688,62,-0.1404
ENSG00000100280,AP1B1,61,-0.4036,107,0.47091,100,0.37363,70,-0.1900,81,0.02834,96,0.29805,54,-0.6566,111,0.54094,81,0.03363,59,-0.4720
ENSG00000225465,RFPL1S,26,-1.6155,109,0.59055,104,0.51270,79,0.07773,61,-0.3180,69,-0.1369,91,0.33371,81,0.10588,65,-0.2400,54,-0.5108
ENSG00000100285,NEFH,23,-1.3537,40,-0.4965,127,1.38934,40,-0.5164,73,0.45483,36,-0.6478,54,-0.0294,119,1.28241,22,-1.4163,19,-1.5908
ENSG00000184117,NIPSNAP1,44,-0.6247,99,0.65044,75,0.20995,65,-0.0229,84,0.37747,54,-0.3283,67,0.01525,67,0.01218,53,-0.3523,54,-0.3284
ENSG00000186575,NF2,21,-1.0474,18,-1.2604,38,-0.1275,41,0.00430,51,0.33229,45,0.13728,47,0.22166,39,-0.0776,51,0.32158,57,0.50682
ENSG00000100319,ZMAT5,35,0.58690,21,-0.1847,24,-0.0091,34,0.52347,31,0.41031,15,-0.6849,19,-0.4262,11,-1.1834,21,-0.2098,36,0.61680
ENSG00000184076,UQCR10,434,-0.6716,465,-0.5668,589,-0.1983,634,-0.0822,870,0.42415,966,0.59715,801,0.32695,598,-0.1749,490,-0.4851,702,0.07805
ENSG00000100330,MTMR3,15,-1.0687,29,-0.0061,29,-0.0080,25,-0.2895,49,0.81497,33,0.15727,26,-0.2546,28,-0.1031,33,0.16918,34,0.22515
ENSG00000099992,TBC1D10A,15,-0.2755,15,-0.2798,11,-0.8334,29,0.72349,24,0.41466,19,0.00761,15,-0.3126,35,1.03002,9,-1.0343,15,-0.2846
ENSG00000099995,SF3A1,68,0.40465,73,0.52424,60,0.20778,65,0.34704,45,-0.2506,59,0.16870,38,-0.5327,38,-0.4887,49,-0.1002,45,-0.2532
ENSG00000100003,SEC14L2,32,-0.3208,39,0.00897,65,0.81460,34,-0.2143,29,-0.4606,46,0.26640,43,0.18540,17,-1.2505,38,-0.0352,43,0.14312
ENSG00000100029,PES1,20,-0.3628,32,0.36143,26,0.01000,36,0.57200,25,-0.0011,30,0.24775,22,-0.2557,10,-1.4165,35,0.53385,21,-0.2689
ENSG00000184792,OSBP2,14,-0.3933,32,0.87309,16,-0.2371,27,0.60311,23,0.31897,11,-0.7847,20,0.13332,15,-0.3063,7,-1.3941,19,0.00437
ENSG00000253352,TUG1,77,1.55587,29,-0.0516,24,-0.3481,11,-1.4661,31,0.03955,13,-1.3173,34,0.18887,28,-0.1486,25,-0.3012,29,-0.1001
ENSG00000198832,SELENOM,429,0.81296,172,-0.6451,230,-0.1988,277,0.09967,216,-0.2928,252,-0.0548,283,0.14916,219,-0.2761,248,-0.0790,257,-0.0196
ENSG00000138942,RNF185,15,-0.4893,24,0.28528,28,0.50539,17,-0.2915,13,-0.6136,19,-0.0975,17,-0.3336,29,0.55153,20,0.00760,24,0.29288
ENSG00000100100,PIK3IP1,12,-1.4370,28,-0.1746,33,0.06427,39,0.33739,36,0.21991,13,-1.3011,12,-1.5977,52,0.81011,42,0.46865,68,1.26454
ENSG00000100105,PATZ1,10,-0.9855,20,0.05490,16,-0.2930,35,0.98003,17,-0.1969,13,-0.5454,16,-0.2900,18,-0.0905,27,0.53299,23,0.26376
ENSG00000185721,DRG1,50,-0.1499,62,0.19185,67,0.31033,66,0.29354,61,0.16896,55,-0.0147,56,0.01864,57,0.06004,45,-0.3119,31,-0.8818
ENSG00000184708,EIF4ENIF1,20,-0.8184,50,0.58398,43,0.33788,40,0.24581,32,-0.1340,27,-0.3910,27,-0.4071,50,0.58237,36,0.07259,28,-0.3134
ENSG00000241878,PISD,26,-0.8491,88,1.07222,41,-0.1933,57,0.33725,49,0.09059,61,0.46436,35,-0.4658,31,-0.5982,33,-0.4937,49,0.09891
ENSG00000183530,PRR14L,10,-1.7325,34,0.15271,35,0.18361,32,0.05257,35,0.19318,28,-0.1584,34,0.16056,53,0.85901,18,-0.8306,29,-0.1206
ENSG00000128245,YWHAH,643,-1.3357,2443,0.75840,1048,-0.5947,1674,0.13806,1338,-0.2160,2099,0.50602,2459,0.88719,1057,-0.5818,749,-1.1065,912,-0.8075
ENSG00000100220,RTCB,43,0.42840,50,0.69265,31,-0.0939,26,-0.3618,17,-0.9679,40,0.31660,24,-0.4989,38,0.23974,29,-0.1880,37,0.19651
ENSG00000100225,FBXO7,42,-0.2198,41,-0.2638,75,0.71673,56,0.23566,33,-0.5980,30,-0.7043,37,-0.4651,43,-0.1915,71,0.61301,67,0.52667
ENSG00000100234,TIMP3,560,2.98562,23,-2.4194,39,-1.6177,86,-0.4524,59,-1.0253,63,-0.9208,29,-2.1956,69,-0.7796,91,-0.3570,214,1.02696
ENSG00000133424,LARGE1,45,-1.0295,127,0.56845,145,0.79199,97,0.13103,115,0.41640,79,-0.1962,91,0.03560,87,-0.0342,51,-0.8584,52,-0.8346
ENSG00000100284,TOM1,52,-0.2782,61,-0.0377,96,0.70746,52,-0.2665,57,-0.1395,40,-0.6597,65,0.07252,117,1.04478,46,-0.4608,32,-1.0198
ENSG00000100302,RASD2,15,-1.4264,53,0.55132,91,1.46119,28,-0.4466,28,-0.4870,31,-0.3228,31,-0.3459,49,0.42351,22,-0.8359,38,0.00689
ENSG00000100320,RBFOX2,96,-0.6219,221,0.70257,174,0.30544,152,0.09128,139,-0.0540,130,-0.1502,172,0.32858,176,0.32184,81,-0.8744,65,-1.2173
ENSG00000128335,APOL2,57,0.32237,62,0.45383,72,0.71368,40,-0.2342,26,-0.8631,34,-0.4653,45,-0.0392,40,-0.2382,37,-0.3433,51,0.15977
ENSG00000100345,MYH9,271,2.28424,81,0.13089,53,-0.5452,68,-0.1481,28,-1.4745,54,-0.4984,64,-0.2561,30,-1.3806,38,-1.0431,71,-0.0904
ENSG00000100348,TXN2,80,-0.0382,71,-0.2116,70,-0.2471,95,0.24165,71,-0.2104,94,0.22993,77,-0.1019,109,0.47099,96,0.26294,57,-0.5630
ENSG00000100350,FOXRED2,35,-0.5451,60,0.28729,61,0.31191,50,-0.0262,26,-0.9837,62,0.32162,32,-0.7571,59,0.23551,87,0.88436,50,-0.0042
ENSG00000100353,EIF3D,75,0.88875,42,-0.0315,46,0.08447,52,0.29879,32,-0.4587,35,-0.3186,52,0.31647,21,-1.1050,25,-0.8319,44,0.03325
ENSG00000100360,IFT27,33,-0.3188,56,0.53384,34,-0.2649,42,0.07827,37,-0.1344,51,0.38291,48,0.29922,21,-1.0043,26,-0.6544,47,0.24864
ENSG00000128311,TST,23,-0.3568,15,-1.0588,24,-0.3277,22,-0.4636,20,-0.5864,22,-0.4670,26,-0.1959,22,-0.4325,68,1.38342,56,1.05548
ENSG00000128309,MPST,30,0.34179,14,-0.7912,17,-0.5415,14,-0.8136,18,-0.4086,31,0.42592,12,-1.1807,26,0.12228,39,0.76231,52,1.26565
ENSG00000100379,KCTD17,76,-0.4097,134,0.48906,97,-0.0299,95,-0.0724,76,-0.4063,119,0.28760,119,0.33462,93,-0.1036,68,-0.5827,93,-0.1007
ENSG00000166897,ELFN2,18,-1.2052,62,0.71406,32,-0.3652,55,0.50110,42,0.08588,38,-0.0818,41,0.02561,40,-0.0054,39,-0.0253,33,-0.3093
ENSG00000128283,CDC42EP1,24,0.67917,4,-1.9670,16,0.03068,3,-2.4385,2,-3.0267,4,-1.8323,3,-2.3086,14,-0.2049,61,2.35704,40,1.54003
ENSG00000100083,GGA1,30,-0.1629,54,0.77935,35,0.09199,30,-0.1306,36,0.15116,22,-0.6610,24,-0.5374,25,-0.4261,47,0.54379,38,0.19606
ENSG00000241360,PDXP,208,-0.7732,319,-0.1104,421,0.33140,471,0.51381,459,0.47094,280,-0.3139,446,0.48240,243,-0.5346,243,-0.5340,230,-0.6228
ENSG00000100097,LGALS1,684,1.68143,103,-1.3882,288,0.18685,196,-0.4154,227,-0.1882,150,-0.8254,178,-0.6198,253,-0.0171,235,-0.1302,322,0.36820
ENSG00000273899,NOL12,23,0.47476,22,0.36086,15,-0.2243,10,-0.7721,16,-0.0992,8,-1.1386,19,0.19804,11,-0.6751,21,0.30522,25,0.56847
ENSG00000189060,H1F0,62,0.17582,53,-0.0659,78,0.55445,110,1.13241,37,-0.6134,27,-1.1190,34,-0.8088,77,0.52963,41,-0.4540,56,0.00712
ENSG00000100116,GCAT,41,0.12180,51,0.46654,36,-0.0923,46,0.30298,40,0.06708,67,0.92292,24,-0.7612,26,-0.6039,33,-0.2209,31,-0.3230
ENSG00000100124,ANKRD54,23,-0.3206,41,0.56077,26,-0.1840,35,0.29528,19,-0.6203,57,1.11104,24,-0.3187,3,-3.0942,36,0.34394,30,0.03566
ENSG00000100129,EIF3L,136,1.23621,53,-0.2947,41,-0.6824,78,0.29603,40,-0.7456,77,0.27127,77,0.31014,31,-1.1271,30,-1.1780,71,0.14993
ENSG00000100142,POLR2F,100,-0.0758,75,-0.5204,103,-0.0298,120,0.22413,124,0.27537,132,0.37076,90,-0.2643,77,-0.4857,118,0.19139,123,0.25542
ENSG00000100146,SOX10,23,-0.3741,8,-1.9090,45,0.70155,12,-1.2873,12,-1.3335,14,-1.0894,14,-1.1516,34,0.24619,108,2.30704,36,0.33692
ENSG00000100151,PICK1,26,0.04361,34,0.48361,23,-0.1187,26,0.03709,23,-0.1610,44,0.89033,22,-0.2082,20,-0.3522,19,-0.4397,18,-0.5151
ENSG00000184381,PLA2G6,20,-0.3295,26,0.07654,26,0.11937,23,-0.1086,26,0.09374,31,0.36872,16,-0.7067,50,1.18415,18,-0.4919,17,-0.5036
ENSG00000198792,TMEM184B,20,-1.6459,80,0.42683,69,0.19730,105,0.89179,60,-0.0148,61,-0.0021,49,-0.3795,38,-0.7364,80,0.42789,60,-0.0297
ENSG00000213923,CSNK1E,84,-0.5006,122,0.06886,211,0.97290,153,0.43352,117,0.00892,64,-0.9137,86,-0.5097,133,0.21403,108,-0.1195,117,0.00060
ENSG00000168135,KCNJ4,57,-0.5587,144,0.93611,67,-0.3042,83,0.03826,58,-0.5148,77,-0.0835,131,0.89748,58,-0.5235,33,-1.3736,54,-0.6180
ENSG00000100201,DDX17,264,0.31281,252,0.23240,198,-0.1473,162,-0.4558,234,0.11879,182,-0.2788,211,-0.0545,253,0.23955,200,-0.1307,225,0.05267
ENSG00000100216,TOMM22,59,-0.5804,98,0.21029,89,0.05711,96,0.17144,96,0.18127,99,0.22585,88,0.05445,95,0.16603,60,-0.5534,75,-0.2123
ENSG00000100221,JOSD1,79,0.38982,79,0.38722,45,-0.5071,61,-0.0115,72,0.24961,60,-0.0416,81,0.49171,37,-0.7747,49,-0.3585,35,-0.8648
ENSG00000100226,GTPBP1,20,-0.6412,35,0.17617,31,0.01366,25,-0.3578,21,-0.5720,54,0.89576,28,-0.1799,35,0.20398,21,-0.5678,42,0.49833
ENSG00000100242,SUN2,157,0.61695,115,0.11966,127,0.27683,96,-0.1695,73,-0.6037,61,-0.8685,78,-0.5408,90,-0.2786,197,1.00240,106,-0.0144
ENSG00000100246,DNAL4,21,-1.4378,120,1.28761,35,-0.7089,74,0.45716,38,-0.5720,78,0.54935,81,0.70036,19,-1.5849,33,-0.8146,29,-0.9949
ENSG00000221890,NPTXR,272,-1.5231,1409,1.07527,389,-0.9852,1109,0.66670,791,0.11400,1165,0.74824,906,0.37461,419,-0.8728,220,-1.8404,511,-0.5685
ENSG00000183741,CBX6,104,-0.9725,194,-0.0149,196,0.00154,170,-0.2231,172,-0.2060,232,0.26564,191,-0.0460,281,0.57852,198,0.01093,229,0.24384
ENSG00000100307,CBX7,55,-0.4385,67,-0.1232,91,0.36435,90,0.33066,63,-0.2167,88,0.30205,55,-0.4918,97,0.45861,54,-0.4646,86,0.26983
ENSG00000100311,PDGFB,31,0.09107,46,0.74070,31,0.08450,38,0.41925,22,-0.4273,20,-0.6012,35,0.32859,30,0.02225,11,-1.4281,22,-0.4212
ENSG00000100316,RPL3,1245,0.72847,494,-0.7401,716,-0.1671,636,-0.3512,723,-0.1529,835,0.07656,736,-0.1360,825,0.05755,912,0.21629,897,0.19087
ENSG00000100321,SYNGR1,131,-0.9732,311,0.37548,395,0.77524,320,0.42242,310,0.37303,273,0.16822,244,-0.0093,151,-0.7578,191,-0.3963,133,-0.9441
ENSG00000100324,TAB1,13,-0.2253,20,0.47798,7,-1.0051,29,1.14268,22,0.64785,10,-0.5427,9,-0.7404,5,-1.4424,19,0.44888,16,0.11886
ENSG00000128268,MGAT3,18,-2.1484,89,0.27597,75,-0.0042,106,0.56969,65,-0.2174,96,0.39818,83,0.19706,98,0.43810,69,-0.1296,39,-0.9783
ENSG00000100335,MIEF1,19,-0.4663,27,0.05130,27,0.06719,33,0.38936,28,0.10862,19,-0.4600,27,0.06963,28,0.10226,25,-0.0437,25,-0.0445
ENSG00000128272,ATF4,157,0.55281,102,-0.1406,169,0.67438,145,0.42005,109,-0.0330,100,-0.1683,89,-0.3898,74,-0.6257,119,0.10697,73,-0.6624
ENSG00000187051,RPS19BP1,83,-0.6819,84,-0.6621,124,-0.0519,124,-0.0591,130,0.02399,207,0.77699,134,0.07686,127,-0.0213,120,-0.1106,146,0.20588
ENSG00000100346,CACNA1I,20,-0.1472,28,0.38889,47,1.26374,15,-0.5128,13,-0.7151,26,0.27302,21,-0.0565,20,-0.1392,14,-0.7077,14,-0.6461
ENSG00000100354,TNRC6B,63,-0.1964,79,0.17752,130,0.98838,61,-0.2352,73,0.04592,62,-0.2165,55,-0.4501,75,0.08454,70,-0.0277,60,-0.2746
ENSG00000239900,ADSL,12,-1.1874,39,0.58500,32,0.23157,17,-0.7204,26,-0.0750,34,0.36318,38,0.58054,22,-0.3355,21,-0.3924,21,-0.3901
ENSG00000100359,SGSM3,40,-0.4777,62,0.19897,61,0.16524,57,0.04932,85,0.70433,28,-1.0119,46,-0.3134,87,0.73703,54,-0.0328,39,-0.5371
ENSG00000196588,MRTFA,29,-0.3721,71,1.10176,45,0.32807,39,0.10806,32,-0.2021,28,-0.3998,36,-0.0176,27,-0.4527,32,-0.1862,25,-0.5619
ENSG00000128285,MCHR1,10,-0.7934,28,0.75958,13,-0.4964,11,-0.6535,31,0.92781,8,-1.0837,35,1.29905,5,-1.7710,8,-1.1689,9,-1.0769
ENSG00000100372,SLC25A17,18,-0.2925,31,0.60346,23,0.11141,23,0.14902,30,0.53282,25,0.25601,19,-0.1958,20,-0.0606,14,-0.6445,12,-0.8625
ENSG00000100380,ST13,373,0.90070,139,-0.6833,201,-0.1124,266,0.33986,118,-0.9315,127,-0.8161,195,-0.1721,322,0.65134,198,-0.1347,236,0.14425
ENSG00000100387,RBX1,217,-0.3437,235,-0.2189,263,-0.0434,294,0.13584,305,0.19340,236,-0.2129,328,0.34700,283,0.07227,259,-0.0655,225,-0.2894
ENSG00000100393,EP300,60,1.14594,46,0.69158,39,0.42357,21,-0.5764,18,-0.7405,22,-0.4945,16,-1.0186,14,-1.1044,38,0.36798,39,0.42426
ENSG00000100395,L3MBTL2,15,-1.5644,63,0.64749,54,0.40399,59,0.55320,73,0.89613,45,0.11033,35,-0.3040,24,-0.8279,35,-0.3003,24,-0.8739
ENSG00000100399,CHADL,16,-0.1565,10,-0.9175,15,-0.3298,21,0.25232,10,-0.9425,13,-0.4968,12,-0.6416,17,-0.0621,41,1.34460,32,0.89729
ENSG00000100401,RANGAP1,98,-0.8288,260,0.70865,211,0.36541,177,0.08164,121,-0.5151,147,-0.2085,163,-0.0538,210,0.35856,177,0.08625,121,-0.5146
ENSG00000100403,ZC3H7B,35,-0.3613,19,-1.2365,65,0.62550,40,-0.1544,46,0.06233,29,-0.6276,51,0.26777,27,-0.7521,66,0.63985,55,0.35950
ENSG00000167074,TEF,30,-1.3126,74,0.06818,70,-0.0164,77,0.13883,85,0.28521,117,0.81919,73,0.06234,65,-0.1195,54,-0.4323,60,-0.2607
ENSG00000183864,TOB2,58,1.07092,17,-0.8722,23,-0.3935,16,-0.9831,15,-1.0632,19,-0.6781,15,-1.0760,22,-0.4491,70,1.40787,59,1.11378
ENSG00000100410,PHF5A,54,1.31392,25,0.05270,17,-0.5553,24,-0.0496,14,-0.7876,29,0.26838,14,-0.9080,16,-0.6290,37,0.66216,24,-0.0231
ENSG00000100412,ACO2,167,-0.9567,267,-0.2391,353,0.20644,278,-0.1767,307,-0.0201,283,-0.1457,333,0.12161,397,0.39512,412,0.45515,287,-0.1244
ENSG00000100413,POLR3H,24,-1.7276,68,-0.1955,76,-0.0121,136,0.93605,93,0.31130,81,0.08280,90,0.29168,50,-0.6753,77,0.00867,58,-0.4269
ENSG00000172346,CSDC2,38,0.82280,7,-1.6728,15,-0.6334,21,-0.1080,24,0.04433,15,-0.6697,22,-0.0505,26,0.18403,18,-0.3557,43,1.03477
ENSG00000100417,PMM1,35,-0.7670,65,0.19215,60,0.05046,77,0.46494,47,-0.3303,85,0.62617,58,0.02013,42,-0.5093,56,-0.0403,52,-0.1767
ENSG00000100418,DESI1,53,-0.2052,58,-0.0606,60,-0.0301,42,-0.5563,42,-0.5703,58,-0.0749,79,0.48270,90,0.63940,53,-0.2216,53,-0.2151
ENSG00000196419,XRCC6,131,-0.0363,156,0.24520,218,0.80165,139,0.06803,92,-0.5714,134,-0.0001,148,0.18004,96,-0.5212,72,-0.9558,136,0.02971
ENSG00000100138,SNU13,214,-0.4208,311,0.16571,303,0.12588,226,-0.3387,345,0.33627,477,0.87097,248,-0.2142,258,-0.1273,230,-0.3105,222,-0.3658
ENSG00000198911,SREBF2,112,-0.6757,214,0.33944,185,0.10794,137,-0.3595,193,0.17830,192,0.16799,198,0.24608,164,-0.0858,149,-0.2326,159,-0.1360
ENSG00000205704,LINC00634,53,-0.5025,64,-0.2030,45,-0.7280,145,1.13965,69,-0.0773,104,0.57810,77,0.09742,76,0.07431,44,-0.7635,46,-0.7204
ENSG00000100167,SEPTIN3,212,-1.0417,482,0.23284,376,-0.1633,461,0.15884,590,0.56221,496,0.27749,379,-0.1663,456,0.14251,372,-0.1775,383,-0.1359
ENSG00000183172,SMDT1,169,-0.1573,116,-0.7339,147,-0.3704,169,-0.1590,175,-0.1022,239,0.40023,240,0.45971,190,0.03111,168,-0.1615,198,0.09229
ENSG00000184983,NDUFA6,183,0.04643,106,-0.7955,151,-0.2555,167,-0.0937,258,0.60242,203,0.21039,193,0.14875,161,-0.1500,148,-0.2907,191,0.11199
ENSG00000100207,TCF20,18,-0.7328,43,0.62184,43,0.61464,30,0.00802,14,-1.0799,32,0.12742,22,-0.5020,31,0.08830,48,0.80306,20,-0.6023
ENSG00000189306,RRP7A,26,-0.8231,52,0.26833,58,0.44210,36,-0.3020,46,0.06293,47,0.09808,33,-0.4646,49,0.16277,62,0.55784,41,-0.0985
ENSG00000100227,POLDIP3,44,0.54167,34,0.11575,27,-0.2052,39,0.36041,44,0.56256,21,-0.6385,29,-0.1340,24,-0.3984,20,-0.6621,32,0.05623
ENSG00000100243,CYB5R3,244,0.99265,103,-0.4049,100,-0.4412,134,0.00947,142,0.10108,121,-0.1583,94,-0.5928,104,-0.3845,156,0.24759,175,0.43326
ENSG00000242247,ARFGAP3,31,0.00971,43,0.54920,25,-0.2976,42,0.53522,31,0.03792,37,0.29763,30,-0.0211,9,-1.8632,31,0.02723,26,-0.2486
ENSG00000100266,PACSIN2,38,-0.3969,64,0.43640,51,0.07030,48,-0.0254,64,0.41917,46,-0.0857,45,-0.1429,67,0.50974,30,-0.7671,40,-0.3233
ENSG00000100271,TTLL1,25,0.14655,28,0.35439,12,-0.9890,14,-0.6908,32,0.53824,36,0.77225,31,0.56294,13,-0.8214,15,-0.6508,12,-1.0063
ENSG00000100294,MCAT,19,-0.4866,36,0.52310,35,0.48943,30,0.20697,34,0.41416,24,-0.1175,26,0.02737,18,-0.5781,18,-0.5434,19,-0.4656
ENSG00000100300,TSPO,101,1.67553,11,-1.8755,28,-0.4686,20,-0.9730,24,-0.6670,20,-0.9886,26,-0.6545,48,0.36472,32,-0.2503,81,1.25747
ENSG00000100304,TTLL12,29,0.06483,46,0.76932,28,-0.0258,39,0.50069,14,-1.0461,27,-0.0430,27,-0.0996,22,-0.3579,30,0.11778,21,-0.4188
ENSG00000186732,MPPED1,23,-2.2757,117,0.19470,242,1.42774,57,-0.9145,143,0.52378,65,-0.7159,66,-0.7631,175,0.86257,124,0.28995,60,-0.8361
ENSG00000130540,SULT4A1,104,-1.2209,322,0.53252,399,0.89511,220,-0.0780,253,0.14125,260,0.18469,207,-0.1951,305,0.44800,143,-0.7452,124,-0.9608
ENSG00000100347,SAMM50,31,-0.1777,40,0.20219,37,0.06102,44,0.36391,36,0.03227,24,-0.5634,38,0.13098,36,0.05498,30,-0.2578,32,-0.1258
ENSG00000188677,PARVB,40,0.14883,29,-0.3306,70,1.07860,9,-2.1166,23,-0.6742,27,-0.4429,22,-0.8467,20,-0.9366,113,1.95490,25,-0.5693
ENSG00000138944,SHISAL1,35,-1.0817,72,0.02715,113,0.77485,63,-0.1724,77,0.13118,36,-1.0429,66,-0.1219,94,0.45722,101,0.57575,54,-0.4142
ENSG00000188636,RTL6,25,-1.0968,71,0.49457,36,-0.5628,67,0.41253,59,0.19836,55,0.09234,49,-0.0897,58,0.18058,57,0.13758,44,-0.2402
ENSG00000186654,PRR5,5,-1.9950,17,-0.1407,18,-0.1118,21,0.10618,29,0.65805,20,0.03283,23,0.29640,18,-0.1263,22,0.24825,16,-0.2635
ENSG00000093000,NUP50,18,-1.2926,56,0.43751,49,0.20652,41,-0.0711,32,-0.4372,37,-0.2285,43,0.01317,79,1.00401,39,-0.1588,33,-0.3816
ENSG00000100364,KIAA0930,67,-1.1479,170,0.29173,140,-0.0224,92,-0.6653,151,0.09468,202,0.56706,108,-0.4645,69,-1.1165,246,0.89976,208,0.62075
ENSG00000077942,FBLN1,327,3.16172,5,-3.7660,12,-2.4304,27,-1.2730,58,-0.1164,25,-1.4119,29,-1.2743,47,-0.4271,36,-0.8569,94,0.65604
ENSG00000130638,ATXN10,143,-0.5783,303,0.60880,168,-0.3350,229,0.15318,241,0.23449,251,0.30356,239,0.25109,173,-0.2856,130,-0.7291,170,-0.3152
ENSG00000241990,PRR34-AS1,31,0.29762,10,-1.4472,25,-0.0758,12,-1.2036,17,-0.6822,30,0.21331,40,0.79913,21,-0.2900,24,-0.1032,36,0.51091
ENSG00000100416,TRMU,9,-1.3748,30,0.53291,13,-0.7518,25,0.23307,39,0.96783,24,0.17238,18,-0.3331,26,0.28464,17,-0.3274,18,-0.2407
ENSG00000075240,GRAMD4,4,-2.8095,48,0.67543,36,0.19685,28,-0.2157,22,-0.5642,53,0.84953,43,0.54995,11,-1.6356,23,-0.5052,38,0.27000
ENSG00000100422,CERK,70,0.74533,47,0.11438,44,-0.0051,63,0.56082,39,-0.1974,41,-0.1316,32,-0.5550,55,0.34652,23,-0.9967,41,-0.1283
ENSG00000054611,TBC1D22A,27,0.49628,27,0.51030,24,0.28929,17,-0.2515,8,-1.3349,19,-0.1022,17,-0.2475,27,0.49364,22,0.13583,13,-0.6002
ENSG00000219438,TAFA5,49,-1.2306,110,-0.0005,121,0.16180,152,0.53192,109,-0.0121,177,0.78083,82,-0.4915,125,0.20336,85,-0.3943,113,0.05388
ENSG00000184164,CRELD2,24,0.35439,26,0.49295,16,-0.2820,34,0.92433,14,-0.4779,15,-0.3786,12,-0.7724,17,-0.1556,17,-0.1932,24,0.32658
ENSG00000198355,PIM3,23,-0.4369,39,0.34793,53,0.86595,30,-0.0468,28,-0.1764,30,-0.0356,25,-0.3665,17,-0.9434,43,0.52489,29,-0.1348
ENSG00000100427,MLC1,85,-0.3951,31,-1.8917,72,-0.6659,157,0.57828,106,-0.0637,56,-1.0348,45,-1.4520,100,-0.1545,198,0.96228,315,1.80847
