Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000100116,GCAT,44,-0.0135,34,-0.4076,62,0.59135,36,-0.4576,42,-0.1096,57,0.37900,46,0.04802
ENSG00000100124,ANKRD54,14,-1.1503,38,0.35833,37,0.38070,42,0.80759,11,-1.5428,12,-1.3198,21,-0.5859
ENSG00000100129,EIF3L,67,-0.2283,97,0.36658,59,-0.4391,93,0.43035,84,0.13984,49,-0.6980,68,-0.2047
ENSG00000100142,POLR2F,150,0.67255,102,0.05115,68,-0.6118,76,-0.5386,103,0.06169,207,1.21708,91,-0.1309
ENSG00000100146,SOX10,279,4.05304,9,-2.1936,17,-1.3174,10,-2.3345,0,-7.7122,29,-0.4349,35,-0.1674
ENSG00000100151,PICK1,21,-0.6667,21,-0.6823,43,0.48646,51,1.09386,23,-0.5259,4,-2.9239,17,-1.0902
ENSG00000100156,SLC16A8,6,-1.0144,15,0.34268,22,1.10816,12,-0.0898,17,0.50480,3,-2.1103,7,-0.8837
ENSG00000184381,PLA2G6,48,1.05991,19,-0.3895,34,0.54803,24,-0.0964,9,-1.4533,17,-0.5967,21,-0.2726
ENSG00000198792,TMEM184B,109,0.65318,67,-0.1179,91,0.40970,78,0.18283,60,-0.2917,21,-1.8539,57,-0.3955
ENSG00000213923,CSNK1E,132,0.12398,136,0.16184,138,0.21124,127,0.08476,94,-0.4087,107,-0.2063,107,-0.2275
ENSG00000168135,KCNJ4,0,-7.1130,50,-0.3417,79,0.39821,111,1.49259,19,-1.7801,37,-0.8070,24,-1.5461
ENSG00000100201,DDX17,429,0.70203,191,-0.5787,259,-0.1153,262,-0.1241,376,0.48513,226,-0.3192,271,-0.0422
ENSG00000100211,CBY1,41,1.28367,8,-1.2915,16,-0.2595,15,-0.4119,50,1.61902,6,-1.6126,13,-0.5592
ENSG00000100216,TOMM22,67,-0.3279,104,0.36549,92,0.18616,89,0.15218,72,-0.2109,101,0.31426,55,-0.6839
ENSG00000100221,JOSD1,41,-0.6063,69,0.20274,80,0.49561,60,-0.0033,83,0.51057,53,-0.1980,39,-0.7230
ENSG00000100226,GTPBP1,36,0.08355,30,-0.2230,34,0.00658,43,0.52545,25,-0.4825,17,-1.0750,31,-0.1622
ENSG00000100242,SUN2,661,3.80833,25,-2.0685,51,-1.0776,56,-1.0757,28,-1.8932,17,-2.5712,59,-0.8260
ENSG00000100246,DNAL4,3,-4.1939,68,0.25053,50,-0.2660,111,1.76176,18,-1.7896,28,-1.1272,21,-1.6408
ENSG00000221890,NPTXR,66,-3.2007,493,-0.2053,509,-0.1696,1037,1.67608,227,-1.3823,137,-2.1233,327,-0.8973
ENSG00000183741,CBX6,70,-1.4099,330,1.01967,214,0.33970,159,-0.2229,124,-0.5453,150,-0.2545,191,0.13377
ENSG00000100307,CBX7,72,-0.2670,114,0.46103,74,-0.2390,105,0.46006,85,-0.0056,79,-0.1289,54,-0.7492
ENSG00000100311,PDGFB,5,-2.6539,11,-1.3879,24,-0.3059,39,0.70439,57,1.09906,31,0.09531,19,-0.6583
ENSG00000100316,RPL3,1128,0.56759,1034,0.42646,520,-0.7004,621,-0.4972,1096,0.52054,1014,0.39446,851,0.12571
ENSG00000100321,SYNGR1,60,-2.3455,314,0.13851,479,0.94263,374,0.61451,175,-0.7692,161,-0.8890,143,-1.1482
ENSG00000100324,TAB1,49,1.08459,18,-0.5113,22,-0.1953,21,-0.3031,35,0.52847,31,0.34982,18,-0.5310
ENSG00000128268,MGAT3,65,-0.0658,74,0.14968,50,-0.5120,107,1.14417,37,-0.9375,36,-0.9702,37,-1.0008
ENSG00000100335,MIEF1,23,-0.0446,19,-0.3013,32,0.55929,22,-0.1561,29,0.32988,14,-0.8098,23,-0.0586
ENSG00000128272,ATF4,167,0.33122,140,0.05069,158,0.27061,137,0.01536,133,-0.0288,147,0.12809,89,-0.7085
ENSG00000187051,RPS19BP1,120,-0.2409,195,0.53121,118,-0.2811,131,-0.1437,243,0.89887,165,0.26179,97,-0.6034
ENSG00000100346,CACNA1I,1,-4.5569,41,0.19474,52,0.64136,51,0.80366,9,-2.0127,22,-0.7901,28,-0.4706
ENSG00000100354,TNRC6B,64,0.32619,41,-0.3898,59,0.19156,57,0.18900,39,-0.4539,16,-1.7603,62,0.28055
ENSG00000239900,ADSL,27,-0.2559,24,-0.4724,41,0.41702,33,0.05402,43,0.48030,35,0.14684,21,-0.6752
ENSG00000100359,SGSM3,35,-0.6388,43,-0.3411,49,-0.1504,68,0.55625,77,0.57640,29,-0.9030,43,-0.3485
ENSG00000196588,MRTFA,17,-1.4752,61,0.47426,75,0.90880,48,0.10225,24,-0.9837,30,-0.6376,37,-0.3603
ENSG00000128285,MCHR1,3,-1.9754,18,0.56256,25,1.22462,14,0.25498,9,-0.4779,0,-4.7658,8,-0.8127
ENSG00000100372,SLC25A17,25,-0.3235,26,-0.2794,51,0.88949,40,0.52733,11,-1.6120,19,-0.7934,18,-0.9347
ENSG00000100380,ST13,318,0.48271,180,-0.4107,170,-0.5449,261,0.23026,274,0.24237,221,-0.0983,222,-0.0956
ENSG00000100387,RBX1,252,-0.1589,365,0.42744,181,-0.7227,317,0.28091,420,0.65424,312,0.17367,187,-0.6709
ENSG00000100393,EP300,32,0.11015,29,-0.0371,32,0.12743,34,0.29892,23,-0.3623,19,-0.6543,26,-0.1980
ENSG00000100395,L3MBTL2,30,-0.5350,52,0.30674,61,0.63702,45,0.11291,36,-0.2608,21,-1.0370,35,-0.3119
ENSG00000100399,CHADL,81,2.76277,11,-0.7429,11,-0.7976,11,-0.9041,0,-4.3612,18,0.06458,17,-0.0526
ENSG00000100401,RANGAP1,99,-1.0904,197,-0.0341,321,0.84884,245,0.44141,93,-1.1755,130,-0.6795,140,-0.6094
ENSG00000100403,ZC3H7B,49,0.28141,49,0.28735,29,-0.5949,31,-0.5733,52,0.35643,62,0.65365,50,0.34729
ENSG00000167074,TEF,25,-1.4277,79,0.33009,76,0.29167,81,0.53191,29,-1.2156,64,0.00984,49,-0.4596
ENSG00000183864,TOB2,123,2.13224,9,-1.9570,20,-0.9173,16,-1.4467,99,1.71123,5,-2.7958,43,0.31370
ENSG00000100410,PHF5A,27,0.11380,18,-0.4736,22,-0.2144,29,0.26972,18,-0.5476,41,0.78594,20,-0.3974
ENSG00000100412,ACO2,277,-0.2002,443,0.54684,304,-0.0605,294,-0.1455,349,0.16542,306,-0.0448,309,-0.0309
ENSG00000100413,POLR3H,42,-0.5920,98,0.72603,65,0.06560,64,0.07117,27,-1.2831,53,-0.2420,70,0.20695
ENSG00000172346,CSDC2,6,-2.6742,28,-0.3932,9,-2.0775,41,0.29549,71,1.12955,24,-0.5882,59,0.90720
ENSG00000100417,PMM1,36,-1.1241,91,0.30832,72,-0.0719,86,0.31117,91,0.31246,94,0.35752,49,-0.6897
ENSG00000100418,DESI1,78,0.52008,57,0.01635,61,0.14069,52,-0.1583,68,0.30039,25,-1.2011,58,0.05153
ENSG00000196419,XRCC6,119,-0.4713,113,-0.5551,153,-0.0943,224,0.78460,170,0.08799,110,-0.5879,111,-0.6288
ENSG00000100138,SNU13,125,-1.2266,293,0.07329,310,0.18276,320,0.30556,341,0.31489,313,0.17880,190,-0.6439
ENSG00000198911,SREBF2,153,-0.4832,213,0.02763,252,0.32549,257,0.46905,178,-0.2516,130,-0.7322,153,-0.5269
ENSG00000205704,LINC00634,19,-1.5241,57,0.13342,63,0.33445,73,0.77934,14,-1.9323,34,-0.6425,43,-0.3313
ENSG00000100167,SEPTIN3,124,-1.8193,555,0.46746,564,0.55518,425,0.05624,286,-0.5751,377,-0.1453,399,-0.0641
ENSG00000183172,SMDT1,101,-0.4994,158,0.19280,97,-0.6015,146,0.10134,178,0.39052,182,0.42169,138,-0.0190
ENSG00000184983,NDUFA6,102,-0.6410,225,0.60225,90,-0.8847,161,0.08769,252,0.79003,172,0.16945,139,-0.1767
ENSG00000237037,NDUFA6-DT,4,-1.6412,13,0.13340,16,0.62267,10,-0.3102,28,1.44867,0,-5.9731,11,-0.0926
ENSG00000100207,TCF20,11,-1.4586,26,-0.2647,42,0.57717,41,0.69396,10,-1.6518,33,0.12497,19,-0.8107
ENSG00000229891,LINC01315,29,0.76758,19,0.12352,13,-0.4956,21,0.33641,3,-2.5673,39,1.26231,7,-1.3986
ENSG00000189306,RRP7A,27,-1.2369,69,0.16360,104,0.96198,50,-0.4369,63,0.03233,97,0.73054,38,-0.7816
ENSG00000100227,POLDIP3,80,1.39213,33,-0.0573,22,-0.7058,31,-0.1787,27,-0.3829,33,-0.0703,34,-0.0014
ENSG00000100243,CYB5R3,212,0.25273,130,-0.5038,148,-0.3388,152,-0.3524,445,1.50654,140,-0.3946,167,-0.1346
ENSG00000242247,ARFGAP3,39,0.17664,28,-0.3505,30,-0.2329,42,0.42374,42,0.30963,32,-0.1067,24,-0.6324
ENSG00000100266,PACSIN2,29,-0.7142,25,-0.9023,36,-0.4057,61,0.68210,67,0.61777,56,0.30915,28,-0.8295
ENSG00000100271,TTLL1,17,0.02849,26,0.66901,29,0.94994,14,-0.4682,9,-0.9731,6,-1.6034,18,0.04853
ENSG00000100294,MCAT,9,-1.4403,37,0.66023,38,0.79766,29,0.40841,2,-3.4418,5,-2.1598,23,-0.1043
ENSG00000100300,TSPO,83,1.19270,19,-1.0935,12,-1.8743,8,-2.7409,169,2.55383,58,0.58466,48,0.30171
ENSG00000100304,TTLL12,5,-2.2202,21,-0.1850,27,0.17681,19,-0.4540,22,-0.1274,45,0.99892,33,0.53317
ENSG00000186732,MPPED1,14,-3.3697,194,0.50910,289,1.36859,145,0.06618,88,-0.7285,104,-0.4712,67,-1.2211
ENSG00000130540,SULT4A1,17,-3.7379,242,0.17683,295,0.55581,323,0.99047,119,-0.9165,125,-0.8415,104,-1.1964
ENSG00000100347,SAMM50,21,-1.0580,15,-1.5716,38,-0.1766,59,0.79156,81,1.05716,29,-0.5464,24,-0.9045
ENSG00000188677,PARVB,12,-3.1397,179,0.94301,243,1.75241,74,-0.6100,71,-0.5284,82,-0.3126,38,-1.5438
ENSG00000138944,SHISAL1,12,-2.4649,95,0.57611,118,1.08391,70,0.13110,27,-1.3556,95,0.57133,23,-1.6584
ENSG00000188636,RTL6,36,-0.7369,60,0.05866,88,0.75449,64,0.21715,49,-0.2644,45,-0.4104,37,-0.7309
ENSG00000186654,PRR5,2,-2.7752,36,1.13941,26,0.64982,17,-0.0947,27,0.65678,2,-2.9063,13,-0.4859
ENSG00000093000,NUP50,36,-0.3256,62,0.52673,63,0.59557,48,0.16041,35,-0.3826,20,-1.2172,33,-0.5094
ENSG00000100364,KIAA0930,298,1.11103,147,-0.0471,155,0.04648,98,-0.8644,123,-0.3217,126,-0.2874,210,0.58864
ENSG00000077942,FBLN1,14,-1.1416,4,-3.0422,5,-2.8167,5,-3.1301,233,4.14996,30,-0.0294,31,0.02072
ENSG00000130638,ATXN10,112,-1.1961,239,-0.0455,270,0.16287,365,0.97070,189,-0.4042,120,-1.0993,144,-0.8797
ENSG00000188064,WNT7B,3,-2.4797,5,-1.8163,7,-1.4034,26,1.04783,20,0.25686,17,-0.0039,21,0.31396
ENSG00000241990,PRR34-AS1,25,0.65738,16,-0.0849,5,-1.8336,16,-0.0665,19,0.22556,28,0.87061,18,0.14164
ENSG00000100416,TRMU,42,0.88098,18,-0.4738,19,-0.4163,29,0.44734,15,-0.6931,17,-0.5261,21,-0.2168
ENSG00000075240,GRAMD4,26,-0.4667,45,0.42385,40,0.25672,38,0.18445,60,0.87449,13,-1.5021,21,-0.8410
ENSG00000100422,CERK,17,-1.8044,70,0.31612,62,0.13496,68,0.37809,99,0.88234,28,-1.0826,39,-0.6315
ENSG00000054611,TBC1D22A,10,-1.2047,24,0.10519,24,0.09323,19,-0.2997,10,-1.1842,62,1.69573,19,-0.2693
ENSG00000219438,TAFA5,88,-0.2921,130,0.32113,64,-0.8339,150,0.82844,119,0.17761,20,-2.4674,94,-0.1998
ENSG00000100425,BRD1,27,0.67264,9,-1.0534,19,0.09058,27,1.08903,6,-1.5732,0,-5.2654,11,-0.7170
ENSG00000184164,CRELD2,20,-0.1870,8,-1.6160,21,-0.1316,29,0.55551,23,0.00219,18,-0.3816,24,0.04058
ENSG00000198355,PIM3,57,0.63457,46,0.28150,60,0.81121,37,-0.0744,18,-1.0920,21,-0.9349,25,-0.7123
ENSG00000100427,MLC1,345,1.16649,138,-0.3203,59,-1.6886,82,-1.3762,479,1.75550,76,-1.2272,276,0.89061
ENSG00000073150,PANX2,16,-1.1964,61,0.90468,43,0.37237,34,-0.0311,21,-0.7442,28,-0.3110,34,-0.0442
ENSG00000170638,TRABD,17,0.14896,4,-1.8410,7,-1.2416,16,0.11550,37,1.44242,3,-2.4286,22,0.65597
ENSG00000073169,SELENOO,40,0.18819,43,0.33016,53,0.74256,33,-0.1362,29,-0.3053,20,-0.8581,26,-0.5002
ENSG00000128159,TUBGCP6,42,-0.0772,41,-0.1079,47,0.10582,58,0.62644,24,-0.9035,31,-0.5304,33,-0.4909
ENSG00000100429,HDAC10,4,-1.7044,20,0.57299,24,0.99163,9,-0.7507,8,-0.8119,6,-1.2404,21,0.76634
ENSG00000188130,MAPK12,14,-1.0598,25,-0.2041,32,0.20369,29,-0.0114,52,0.95495,13,-1.1641,31,0.10953
ENSG00000185386,MAPK11,12,-1.4836,56,0.83813,80,1.73649,22,-0.7520,15,-1.1792,10,-1.7968,27,-0.3481
ENSG00000196576,PLXNB2,51,-0.0439,41,-0.3973,44,-0.2849,31,-1.0065,128,1.48246,61,0.23787,68,0.45113
ENSG00000205593,DENND6B,16,-1.8495,40,-0.4882,83,0.75834,71,0.60914,55,0.01953,34,-0.7102,30,-0.9802
ENSG00000100239,PPP6R2,27,-1.2253,85,0.53045,83,0.55136,70,0.30467,17,-1.8929,28,-1.1495,64,0.08287
ENSG00000100241,SBF1,102,-0.0266,145,0.53222,129,0.37794,97,-0.1343,71,-0.5924,86,-0.2927,98,-0.1063
ENSG00000100258,LMF2,28,-0.5015,41,0.05271,46,0.26234,46,0.33582,57,0.58712,13,-1.6510,29,-0.4876
ENSG00000025770,NCAPH2,37,-0.0133,29,-0.3633,55,0.71229,39,0.12156,33,-0.1879,17,-1.1339,31,-0.3143
ENSG00000284194,SCO2,4,-2.1344,23,0.42124,20,0.18040,22,0.45195,30,0.82262,18,0.01063,6,-1.7034
ENSG00000100288,CHKB,14,-0.8764,19,-0.4352,35,0.54372,22,-0.2930,66,1.56649,4,-2.5515,23,-0.2164
ENSG00000008735,MAPK8IP2,96,-1.7360,301,-0.0041,419,0.58779,315,0.08977,248,-0.3088,310,0.03948,286,-0.0910
ENSG00000100299,ARSA,37,0.43757,25,-0.1974,39,0.56935,27,-0.0974,37,0.43729,2,-3.3810,26,-0.1657
ENSG00000251322,SHANK3,24,-1.0656,47,-0.0512,23,-1.2377,61,0.48346,108,1.29259,52,0.09557,34,-0.5879
ENSG00000079974,RABL2B,11,-1.3494,25,-0.0851,32,0.32174,37,0.77472,18,-0.6145,7,-1.8911,23,-0.2306
ENSG00000178605,GTPBP6,58,0.80317,35,0.00489,35,0.01035,30,-0.3305,32,-0.1443,32,-0.1376,37,0.08493
ENSG00000167393,PPP2R3B,35,1.54897,22,0.74149,13,-0.0423,12,-0.3065,1,-3.2046,9,-0.5534,11,-0.3051
ENSG00000169100,SLC25A6,194,-0.6339,410,0.53845,263,-0.1828,288,-0.0310,306,0.06863,380,0.41822,271,-0.1326
ENSG00000169093,ASMTL,66,0.38232,69,0.47033,66,0.45114,50,-0.0714,22,-1.3125,38,-0.4641,46,-0.2041
ENSG00000197976,AKAP17A,30,0.97823,17,0.04960,24,0.68418,18,0.24390,0,-6.9547,4,-2.0895,12,-0.4806
ENSG00000214717,ZBED1,48,1.36122,4,-2.3180,19,-0.1183,16,-0.5814,34,0.77138,11,-0.8886,26,0.37181
ENSG00000002586,CD99,342,2.13059,30,-1.8058,21,-2.3996,36,-1.8645,406,2.49337,35,-1.5618,98,-0.0255
ENSG00000146938,NLGN4X,27,-1.1326,50,-0.2141,70,0.36017,76,0.66258,8,-2.9003,33,-0.8325,62,0.14255
ENSG00000130021,PUDP,11,-0.4782,6,-1.2449,22,0.66524,15,0.01664,10,-0.5338,0,-4.1009,24,0.81855
ENSG00000101846,STS,19,-1.2291,43,0.02981,65,0.77707,42,-0.0021,42,-0.0027,39,-0.1081,32,-0.4395
ENSG00000006757,PNPLA4,22,-0.2138,19,-0.4480,21,-0.2807,25,-0.0549,19,-0.4598,38,0.63749,32,0.43341
ENSG00000011201,ANOS1,34,-0.4205,8,-2.4824,37,-0.3259,57,0.55133,70,0.70402,3,-3.8648,61,0.53539
ENSG00000101849,TBL1X,23,0.67053,9,-0.7780,12,-0.3639,9,-1.0464,28,0.96273,16,0.07577,24,0.78198
ENSG00000146950,SHROOM2,15,-0.2073,13,-0.3695,15,-0.2673,27,1.10651,17,0.02837,4,-2.0134,9,-0.9560
ENSG00000047644,WWC3,32,1.78399,5,-1.0485,11,0.00919,7,-0.7402,0,-5.4914,13,0.22286,15,0.52617
ENSG00000073464,CLCN4,81,-0.3105,72,-0.4833,190,1.24320,118,0.39976,21,-2.2824,52,-0.9642,52,-1.0336
ENSG00000004961,HCCS,6,-2.0256,37,0.71120,33,0.58899,28,0.36617,10,-1.2088,28,0.26142,12,-1.0275
ENSG00000047648,ARHGAP6,7,-2.4886,21,-0.8654,65,1.04521,38,0.06592,21,-0.8456,14,-1.4647,49,0.50249
ENSG00000005302,MSL3,20,-0.8435,49,0.53571,59,0.93696,38,0.18479,7,-2.3932,24,-0.5692,25,-0.5343
ENSG00000169933,FRMPD4,1,-4.9491,37,0.03519,64,1.09287,34,-0.0975,31,-0.2226,50,0.53610,22,-0.7606
ENSG00000101911,PRPS2,9,-1.0390,14,-0.4375,32,0.96643,19,-0.0261,6,-1.6193,34,0.93600,12,-0.7313
ENSG00000205542,TMSB4X,3649,0.40552,3735,0.44336,2488,-0.2196,2457,-0.2951,2813,-0.0090,5261,1.01223,1843,-0.7151
ENSG00000123595,RAB9A,43,1.30437,10,-1.0435,21,0.10321,10,-1.2797,29,0.61369,24,0.32278,24,0.34512
ENSG00000196459,TRAPPC2,13,-1.9676,52,0.14747,63,0.51145,60,0.55324,14,-1.8587,69,0.59286,27,-0.9178
ENSG00000046651,OFD1,54,2.45871,5,-1.3003,7,-1.0731,7,-1.2450,0,-4.1294,16,0.34979,21,0.82177
ENSG00000046653,GPM6B,2701,1.77006,527,-0.9075,561,-0.8745,637,-0.7984,718,-0.4360,683,-0.5140,1556,0.90620
ENSG00000101958,GLRA2,9,-1.8845,24,-0.4220,39,0.31546,50,1.07236,9,-1.8245,51,0.74499,8,-2.1412
ENSG00000087842,PIR,15,0.18562,1,-3.1281,2,-2.6050,4,-1.9997,58,2.50842,17,0.31719,26,1.17024
ENSG00000169249,ZRSR2,17,0.46637,5,-1.3119,8,-0.8278,8,-0.9566,19,0.64073,29,1.32626,18,0.63671
ENSG00000182287,AP1S2,71,-0.1831,13,-2.7236,15,-2.5688,156,1.89016,104,0.42010,42,-0.9911,37,-1.2420
ENSG00000169895,SYAP1,64,0.43196,33,-0.6162,43,-0.2295,57,0.35479,44,-0.1574,59,0.29153,36,-0.5048
ENSG00000086712,TXLNG,16,0.33191,5,-1.2994,6,-1.2700,19,0.92980,8,-0.7286,4,-1.5842,17,0.46085
ENSG00000102054,RBBP7,83,0.25900,39,-0.9187,57,-0.3716,94,0.66795,62,-0.1927,47,-0.6157,63,-0.1837
ENSG00000169891,REPS2,58,-0.4822,155,1.09615,104,0.48375,88,0.23495,22,-1.9414,67,-0.2587,44,-0.9564
ENSG00000188158,NHS,0,-6.5102,5,-1.7513,12,-0.4854,25,1.02519,27,0.78645,0,-5.6167,21,0.37498
ENSG00000008086,CDKL5,24,-1.8203,70,-0.2407,144,1.04487,108,0.64649,40,-1.1085,54,-0.6484,38,-1.2606
ENSG00000131828,PDHA1,38,-1.1550,78,-0.0529,89,0.17803,124,1.06294,63,-0.3740,20,-2.0897,47,-0.8751
ENSG00000147010,SH3KBP1,57,0.01896,68,0.28330,60,0.09848,51,-0.1991,54,-0.0642,95,0.84144,39,-0.6050
ENSG00000173681,BCLAF3,26,1.16165,26,1.17476,14,0.20140,10,-0.4121,0,-4.9276,3,-1.8162,13,0.05951
ENSG00000184368,MAP7D2,11,-3.4003,166,0.59119,170,0.71600,150,0.63668,37,-1.6886,87,-0.4266,65,-0.9204
ENSG00000173674,EIF1AX,97,-0.3482,118,-0.0471,135,0.17467,116,-0.1014,97,-0.3551,162,0.45640,127,0.06633
ENSG00000177189,RPS6KA3,16,-0.8940,20,-0.5194,21,-0.4937,37,0.61562,55,1.09530,26,-0.1270,16,-0.9119
ENSG00000149970,CNKSR2,13,-3.5353,171,0.21516,168,0.20472,217,0.90511,79,-0.9709,84,-0.8851,121,-0.3621
ENSG00000012174,MBTPS2,7,-1.4187,8,-1.2401,23,0.31842,31,1.29932,12,-0.6939,4,-2.1808,12,-0.7558
ENSG00000102172,SMS,23,-1.5685,90,0.52733,72,0.19669,67,0.09537,97,0.65473,38,-0.8084,56,-0.2354
ENSG00000165186,PTCHD1,9,-0.6283,7,-0.9202,25,1.12682,5,-1.7366,17,0.33750,25,0.95546,17,0.42148
ENSG00000123131,PRDX4,35,0.53051,13,-0.9609,20,-0.3673,24,-0.0650,41,0.80577,13,-0.9250,30,0.31171
ENSG00000123130,ACOT9,9,-1.3075,15,-0.5894,16,-0.5521,35,1.10213,25,0.19864,23,0.05811,12,-1.0346
ENSG00000130066,SAT1,112,-0.3262,87,-0.7124,79,-0.9222,58,-1.6223,493,2.21599,177,0.39869,199,0.66439
ENSG00000184831,APOO,25,-1.3195,83,0.52816,38,-0.7371,97,1.21627,34,-0.8763,23,-1.4255,45,-0.4921
ENSG00000130741,EIF2S3,104,0.23156,101,0.18529,80,-0.1905,89,-0.0263,102,0.19920,68,-0.4208,93,0.06854
ENSG00000005889,ZFX,40,0.74358,24,-0.0948,23,-0.1318,16,-0.8344,53,1.22939,11,-1.2728,31,0.35898
ENSG00000067992,PDK3,24,-1.5523,78,0.25800,108,0.88219,70,0.09859,83,0.33862,69,0.05842,25,-1.5420
ENSG00000102230,PCYT1B,47,1.13552,26,0.15305,38,0.88088,15,-0.8760,17,-0.5082,8,-1.5943,24,0.02566
ENSG00000004848,ARX,5,-2.5158,16,-0.9795,5,-2.6249,62,2.11698,14,-1.1745,34,0.20893,16,-1.0046
ENSG00000157625,TAB3,24,0.60846,25,0.66359,27,0.91148,15,-0.1112,8,-1.0130,3,-2.5899,10,-0.7750
ENSG00000198947,DMD,30,-0.5648,18,-1.2856,58,0.51758,31,-0.6508,96,1.31972,67,0.70730,33,-0.4485
ENSG00000147027,TMEM47,113,0.29974,38,-1.3806,33,-1.6659,78,-0.3713,222,1.43241,29,-1.7701,172,1.13080
ENSG00000130962,PRRG1,140,4.10697,6,-1.7293,8,-1.2823,11,-1.0202,0,-4.9545,0,-6.5978,9,-1.0997
ENSG00000047597,XK,4,-2.1147,15,-0.3024,34,1.10453,23,0.44777,7,-1.4051,18,-0.0434,10,-1.0096
ENSG00000165169,DYNLT3,25,-1.6513,117,0.71518,87,0.25155,88,0.36335,44,-0.8134,54,-0.5025,67,-0.1943
ENSG00000156298,TSPAN7,196,-1.8238,362,-0.9090,740,0.21792,893,0.74198,235,-1.5529,436,-0.6259,780,0.31270
ENSG00000165175,MID1IP1,421,3.11276,27,-1.6136,47,-0.8717,38,-1.3943,49,-0.7381,22,-1.9355,94,0.30114
ENSG00000182220,ATP6AP2,139,-1.0506,156,-0.8692,374,0.54558,405,0.94241,169,-0.7511,134,-1.1049,170,-0.8040
ENSG00000180182,MED14,55,1.52819,16,-0.4599,23,0.09709,22,0.05760,14,-0.6831,7,-1.7081,17,-0.4062
ENSG00000124486,USP9X,91,-0.2421,98,-0.1339,140,0.49252,137,0.57703,67,-0.7121,49,-1.1663,73,-0.6393
ENSG00000215301,DDX3X,148,0.12653,85,-0.7275,125,-0.1527,146,0.14206,223,0.78715,78,-0.8532,136,-0.0056
ENSG00000147044,CASK,47,-0.1639,52,-0.0009,60,0.26417,52,0.01285,39,-0.4491,61,0.26421,47,-0.1601
ENSG00000189221,MAOA,9,-2.3896,81,0.82945,64,0.49427,26,-1.1761,77,0.74359,44,-0.1488,68,0.61916
ENSG00000069535,MAOB,161,1.09153,83,0.01066,115,0.59454,50,-0.9872,123,0.64511,20,-2.1039,87,0.08753
ENSG00000124479,NDP,21,0.12561,17,-0.2143,24,0.35009,9,-1.3859,36,0.99415,11,-0.8152,32,0.89375
ENSG00000069509,FUNDC1,20,-1.5113,75,0.49752,48,-0.2148,66,0.41285,48,-0.2144,49,-0.1682,53,-0.0574
ENSG00000147050,KDM6A,27,0.96611,15,0.00716,16,0.12656,14,-0.0496,22,0.62707,6,-1.2466,9,-0.8395
ENSG00000147121,KRBOX4,20,0.01167,30,0.65711,25,0.44764,20,0.04984,13,-0.5928,12,-0.7355,15,-0.4633
ENSG00000065923,SLC9A7,15,-1.9942,21,-1.5457,68,0.27928,91,1.10608,30,-1.0147,41,-0.5286,46,-0.4018
ENSG00000130988,RGN,44,1.38324,4,-2.0838,9,-1.1588,11,-0.9605,24,0.38166,11,-0.7869,40,1.39544
ENSG00000147123,NDUFB11,143,-0.5460,262,0.40154,118,-0.9050,271,0.67269,281,0.51221,162,-0.3567,138,-0.6492
ENSG00000182872,RBM10,48,-0.0384,60,0.29970,68,0.57220,41,-0.4086,56,0.20348,36,-0.5113,48,-0.0648
ENSG00000130985,UBA1,161,-0.3746,175,-0.2452,223,0.14850,269,0.63163,188,-0.1354,76,-1.5043,169,-0.3236
ENSG00000102225,CDK16,68,-0.4216,110,0.33066,72,-0.3533,101,0.27761,98,0.15611,77,-0.2189,83,-0.1062
ENSG00000102226,USP11,114,-1.4839,271,-0.1670,452,0.73186,360,0.40180,226,-0.4484,213,-0.5414,227,-0.4824
ENSG00000078061,ARAF,34,1.23242,1,-4.0364,11,-0.6527,10,-0.9302,62,2.35081,1,-3.2310,16,0.04834
ENSG00000008056,SYN1,52,-3.4166,706,0.48275,798,0.77466,624,0.40951,286,-0.9227,332,-0.6958,394,-0.4732
ENSG00000102265,TIMP1,42,0.24820,11,-1.7107,6,-2.6435,10,-2.1871,182,2.99877,36,0.03039,52,0.65719
ENSG00000126767,ELK1,12,-2.2631,62,0.14355,62,0.16431,51,-0.2007,61,0.10950,21,-1.5231,97,0.98737
ENSG00000126756,UXT,122,1.46555,36,-0.5026,32,-0.7242,44,-0.2802,50,0.00266,51,0.00952,52,0.05548
ENSG00000017483,SLC38A5,8,-1.9662,5,-2.4339,7,-2.1902,6,-2.6850,194,3.73526,75,1.57405,15,-1.0891
ENSG00000068438,FTSJ1,32,0.38166,21,-0.2895,30,0.32073,28,0.23491,18,-0.5198,22,-0.2405,19,-0.5055
ENSG00000102312,PORCN,20,-0.7638,32,-0.0083,37,0.21870,50,1.04557,18,-0.9143,11,-1.5976,18,-0.9398
ENSG00000147155,EBP,16,-1.2288,24,-0.5861,63,1.04617,35,-0.0188,29,-0.3397,49,0.50365,22,-0.8218
ENSG00000068354,TBC1D25,19,-0.6526,34,0.21793,42,0.59628,33,0.21079,22,-0.4706,26,-0.1901,20,-0.6132
ENSG00000102317,RBM3,98,0.07000,117,0.34904,77,-0.3291,94,-0.0013,124,0.43458,89,-0.0816,85,-0.1793
