Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000128266,GNAZ,76,-0.6402,188,0.79610,147,0.43493,119,0.06452,158,0.56391,57,-1.0764,71,-0.7502,68,-0.8055,72,-0.7136
ENSG00000100228,RAB36,0,-7.8445,7,-1.5168,29,0.74688,22,0.25405,19,0.00930,21,0.15354,23,0.25392,16,-0.2922,23,0.26752
ENSG00000186716,BCR,45,-1.1811,104,0.07531,88,-0.2049,125,0.41850,125,0.41698,97,-0.0241,56,-0.8752,77,-0.3853,131,0.44545
ENSG00000250479,CHCHD10,197,-1.3401,715,0.65777,375,-0.4001,435,-0.1497,611,0.44783,572,0.29422,640,0.47694,387,-0.3186,346,-0.4929
ENSG00000099956,SMARCB1,35,-0.1814,75,1.05779,25,-0.7501,44,0.19613,56,0.65109,20,-1.0040,16,-1.3762,43,0.14689,31,-0.3561
ENSG00000133460,SLC2A11,24,0.19419,24,0.24464,20,-0.0760,27,0.45888,30,0.65354,5,-2.1249,6,-1.7227,18,-0.1995,18,-0.1951
ENSG00000240972,MIF,722,-0.5394,1562,0.68195,873,-0.2695,1057,0.05712,1207,0.29210,1259,0.33013,1148,0.18291,736,-0.5099,570,-0.8992
ENSG00000133433,GSTT2B,56,-0.2691,45,-0.6027,83,0.37239,74,0.17890,46,-0.6317,97,0.59696,63,-0.0905,61,-0.1402,75,0.17431
ENSG00000099977,DDT,112,-0.5209,234,0.64299,115,-0.5170,102,-0.7198,212,0.54378,263,0.83817,160,0.03663,152,-0.0444,100,-0.6897
ENSG00000099991,CABIN1,56,-0.3487,66,-0.0905,93,0.50887,90,0.44309,78,0.18484,45,-0.6675,63,-0.1491,36,-0.9907,50,-0.4973
ENSG00000100014,SPECC1L,37,0.41881,16,-0.9094,27,-0.1139,34,0.29926,28,-0.0446,33,0.19986,38,0.42638,24,-0.2423,19,-0.6488
ENSG00000138867,GUCD1,29,1.17201,18,0.40250,13,-0.1135,7,-1.1169,9,-0.6963,14,-0.0578,16,0.21928,16,0.18307,17,0.33419
ENSG00000100028,SNRPD3,44,-0.4407,54,-0.1189,54,-0.1149,56,-0.0594,50,-0.2704,87,0.63808,109,1.01471,51,-0.2191,34,-0.8107
ENSG00000178026,LRRC75B,6,-1.2326,7,-0.9889,9,-0.6777,20,0.58620,15,0.13104,31,1.21467,3,-2.3809,17,0.25376,19,0.41430
ENSG00000167037,SGSM1,8,-3.0625,87,0.37748,149,1.49079,79,0.24078,71,0.06323,18,-2.0063,28,-1.3546,23,-1.6730,62,-0.1523
ENSG00000197077,KIAA1671,25,-1.0577,60,0.26467,75,0.70024,44,-0.2511,62,0.34711,40,-0.3648,39,-0.4152,36,-0.5511,49,-0.0724
ENSG00000244752,CRYBB2,20,-0.4090,27,0.09512,31,0.34749,18,-0.5429,37,0.63569,16,-0.7059,37,0.55783,19,-0.4326,16,-0.7036
ENSG00000100077,GRK3,8,-3.6779,135,0.45247,164,0.87526,147,0.66340,76,-0.4881,51,-1.0534,103,0.02389,46,-1.2065,102,0.01418
ENSG00000100095,SEZ6L,33,-2.6608,200,0.04381,321,0.92304,366,1.18853,82,-1.3936,150,-0.4070,150,-0.4065,106,-0.9287,157,-0.3304
ENSG00000128203,ASPHD2,5,-2.7528,30,-0.0641,58,1.14794,31,0.02354,52,0.93366,12,-1.3953,9,-1.7462,16,-1.0145,19,-0.7471
ENSG00000100099,HPS4,38,0.54315,17,-0.7429,36,0.50311,30,0.15176,37,0.57057,4,-2.8548,4,-2.7687,30,0.16392,27,-0.0282
ENSG00000100104,SRRD,8,-1.7205,39,0.70993,34,0.57431,23,-0.1137,34,0.55028,6,-2.1327,23,-0.1226,25,0.02138,15,-0.7925
ENSG00000100109,TFIP11,16,-0.0669,11,-0.6475,15,-0.2292,16,-0.1039,19,0.14810,33,1.05112,11,-0.6706,17,-0.0139,18,0.05126
ENSG00000128294,TPST2,25,-0.6322,20,-0.9605,29,-0.3965,14,-1.5577,31,-0.3291,137,2.26128,83,1.32302,7,-2.3981,27,-0.4766
ENSG00000225783,MIAT,17,-2.4546,81,-0.1461,161,1.10784,90,0.02452,99,0.18369,33,-1.5074,60,-0.6154,48,-0.9303,128,0.58339
ENSG00000180957,PITPNB,23,-1.8723,73,-0.1420,131,0.89089,88,0.14889,75,-0.1124,63,-0.3805,85,0.08262,73,-0.1515,60,-0.4408
ENSG00000235954,TTC28-AS1,15,0.11403,23,0.81623,18,0.45065,17,0.37408,3,-2.2134,14,0.02191,18,0.40530,11,-0.3240,8,-0.7604
ENSG00000100154,TTC28,10,-0.5292,5,-1.5268,8,-0.9375,29,1.22279,4,-2.0001,23,0.66253,18,0.31580,15,0.04416,25,0.79932
ENSG00000100209,HSCB,18,0.28806,9,-0.8135,15,-0.0804,19,0.39601,12,-0.3678,11,-0.5193,8,-0.9577,25,0.77827,20,0.44418
ENSG00000159873,CCDC117,34,0.94878,29,0.65466,38,1.27639,19,0.01107,8,-1.2757,1,-3.6638,6,-1.6993,15,-0.3248,12,-0.6966
ENSG00000100219,XBP1,19,0.45765,9,-0.6608,7,-1.1057,15,0.07028,9,-0.7044,56,2.32265,4,-1.6941,12,-0.2273,9,-0.6503
ENSG00000183579,ZNRF3,13,-0.6520,9,-1.1302,11,-0.9602,10,-1.0729,7,-1.6366,83,2.48229,1,-3.6918,27,0.44292,52,1.55784
ENSG00000183762,KREMEN1,25,1.19072,4,-1.4488,2,-2.3837,2,-2.4585,10,-0.2555,25,1.15101,17,0.57514,17,0.54965,26,1.22956
ENSG00000186998,EMID1,33,0.14666,10,-1.6706,33,0.12567,18,-0.8760,21,-0.5919,58,1.04205,23,-0.4232,49,0.76957,48,0.72869
ENSG00000100263,RHBDD3,23,-0.1790,9,-1.5663,37,0.62330,30,0.20831,14,-1.0342,40,0.65080,38,0.56922,13,-1.0570,31,0.25853
ENSG00000182944,EWSR1,102,-0.0750,98,-0.1431,92,-0.2584,110,0.05271,128,0.31123,171,0.75625,89,-0.2892,80,-0.4480,84,-0.3683
ENSG00000185340,GAS2L1,45,-0.7001,79,0.18439,66,-0.1001,88,0.39262,64,-0.1548,102,0.59566,41,-0.8285,56,-0.3407,84,0.28039
ENSG00000100276,RASL10A,13,-2.5739,115,0.76259,98,0.56726,83,0.25980,65,-0.1760,47,-0.6376,63,-0.2001,44,-0.7438,85,0.27519
ENSG00000100280,AP1B1,65,-0.6144,90,-0.1110,117,0.32899,108,0.19225,93,-0.0673,158,0.78680,55,-0.8705,68,-0.5405,90,-0.1144
ENSG00000225465,RFPL1S,4,-4.7311,182,0.83817,176,0.88963,132,0.35452,96,-0.2012,65,-0.7791,122,0.19301,36,-1.6430,80,-0.4629
ENSG00000100285,NEFH,6,-3.2177,62,0.23254,62,0.26872,52,-0.0407,102,1.21408,45,-0.2620,30,-0.8845,17,-1.6789,48,-0.1663
ENSG00000100296,THOC5,9,-0.6592,19,0.35644,14,-0.1101,26,1.03747,17,0.20038,15,0.07005,1,-3.7046,10,-0.5660,10,-0.6384
ENSG00000184117,NIPSNAP1,29,-0.9152,92,0.91464,53,0.02023,59,0.19183,70,0.50349,58,0.16976,19,-1.5097,27,-0.9957,41,-0.3890
ENSG00000186575,NF2,31,-0.3990,66,0.80518,46,0.23846,41,0.04858,32,-0.3542,36,-0.1721,28,-0.5184,39,-0.0129,40,0.00975
ENSG00000100314,CABP7,4,-2.7657,21,-0.2313,102,3.32811,2,-3.6068,7,-1.8723,6,-2.0540,32,0.40776,15,-0.8145,0,-6.2711
ENSG00000100319,ZMAT5,25,0.26253,15,-0.5513,17,-0.4183,15,-0.6208,16,-0.4812,70,1.98968,16,-0.4633,18,-0.2498,19,-0.1749
ENSG00000184076,UQCR10,315,-0.8987,798,0.55278,468,-0.3190,518,-0.1472,739,0.48030,656,0.23665,577,0.03323,560,-0.0132,420,-0.4582
ENSG00000100325,ASCC2,24,1.09538,1,-2.8779,10,-0.2941,7,-0.8453,6,-1.0856,30,1.48577,14,0.17772,13,0.04340,17,0.54039
ENSG00000100330,MTMR3,28,-0.3388,19,-0.8876,38,0.17856,29,-0.2679,30,-0.2223,56,0.77259,48,0.52671,34,-0.0059,33,-0.0738
ENSG00000239282,CASTOR1,2,-2.6189,8,-0.8062,8,-0.9727,4,-1.8267,16,0.18312,55,2.32389,16,0.19689,16,0.19431,18,0.34817
ENSG00000099992,TBC1D10A,3,-2.0484,10,-0.4384,20,0.61563,11,-0.3852,23,0.89559,5,-1.4898,4,-1.6933,7,-1.0064,30,1.22340
ENSG00000099995,SF3A1,48,-0.3242,37,-0.7224,59,-0.0013,54,-0.1428,82,0.58391,66,0.16429,54,-0.1348,49,-0.2844,65,0.14200
ENSG00000100003,SEC14L2,35,0.04475,25,-0.4967,37,0.14428,25,-0.5227,38,0.16455,69,1.14382,17,-1.0852,20,-0.7961,45,0.43271
ENSG00000128242,GAL3ST1,104,3.58597,1,-3.8785,6,-1.4384,0,-6.9086,19,0.22972,0,-6.9414,8,-1.0725,19,0.25731,14,-0.2415
ENSG00000100029,PES1,24,-0.3908,42,0.46323,27,-0.2286,27,-0.2664,45,0.66715,36,0.20839,39,0.35390,18,-0.8103,17,-0.9164
ENSG00000184792,OSBP2,29,0.83652,6,-1.5929,13,-0.4578,11,-0.7628,42,1.76137,7,-1.3507,5,-1.7848,10,-0.8420,18,0.05103
ENSG00000133422,MORC2,6,-1.0599,6,-1.0226,14,0.14936,18,0.62831,16,0.41110,14,0.19025,0,-6.1011,11,-0.2538,19,0.60509
ENSG00000253352,TUG1,29,-0.1471,11,-1.5770,43,0.49833,35,0.14724,12,-1.5554,51,0.72692,46,0.57263,31,-0.0646,39,0.27966
ENSG00000198832,SELENOM,157,-0.5846,284,0.34414,146,-0.7464,193,-0.2884,264,0.25354,414,0.96546,223,-0.0383,234,0.03745,226,-0.0214
ENSG00000185133,INPP5J,0,-7.7153,39,1.30224,15,-0.2213,13,-0.5530,40,1.55335,14,-0.3275,0,-4.5953,10,-0.8958,13,-0.4528
ENSG00000138942,RNF185,38,0.64347,25,-0.0535,20,-0.3646,34,0.50863,35,0.53712,24,-0.0853,8,-1.6849,6,-1.9856,26,0.03785
ENSG00000182541,LIMK2,23,0.28644,6,-1.7562,14,-0.4896,5,-2.0261,11,-0.8581,82,2.59161,8,-1.2891,21,0.19949,27,0.56785
ENSG00000100100,PIK3IP1,52,0.32462,12,-1.9206,31,-0.5388,34,-0.3468,42,-0.0016,121,1.77225,33,-0.3981,24,-0.8421,52,0.30829
ENSG00000100105,PATZ1,55,1.47452,17,-0.3953,20,-0.2158,13,-0.9091,20,-0.1569,12,-0.8938,13,-0.7860,38,0.82066,28,0.34223
ENSG00000185721,DRG1,40,-0.3348,53,0.11282,58,0.29443,68,0.56467,62,0.39491,21,-1.3074,23,-1.1343,49,-0.0043,30,-0.7437
ENSG00000184708,EIF4ENIF1,35,-0.0475,15,-1.2800,45,0.36524,44,0.34353,45,0.39372,44,0.30692,20,-0.9151,24,-0.6504,29,-0.3657
ENSG00000198089,SFI1,11,-0.6232,18,0.12627,19,0.28278,15,-0.1421,22,0.47813,26,0.74099,5,-1.7179,10,-0.7852,15,-0.1018
ENSG00000241878,PISD,7,-2.9081,47,-0.2233,62,0.23701,106,1.26216,55,0.01783,75,0.52194,21,-1.4317,14,-1.9854,40,-0.4610
ENSG00000183530,PRR14L,14,-0.6600,28,0.41856,19,-0.2158,42,1.24468,20,-0.1353,22,0.08192,0,-5.3496,8,-1.4677,24,0.17265
ENSG00000100150,DEPDC5,6,-0.9591,29,1.53449,18,0.79738,12,0.10578,14,0.33938,3,-1.8637,0,-5.5428,4,-1.4604,7,-0.7406
ENSG00000128245,YWHAH,185,-2.9287,1758,0.47404,1582,0.33787,1713,0.48366,2241,1.00089,540,-1.3479,831,-0.6996,490,-1.4934,802,-0.7535
ENSG00000100220,RTCB,64,0.47919,62,0.42844,37,-0.3957,45,-0.1007,60,0.40675,59,0.35319,27,-0.8538,30,-0.7219,43,-0.1521
ENSG00000100225,FBXO7,123,1.30146,50,-0.1745,45,-0.3520,72,0.46601,36,-0.7146,15,-1.9311,89,0.76048,41,-0.4803,43,-0.4125
ENSG00000100234,TIMP3,62,-1.0239,38,-1.7505,39,-1.8286,38,-1.8354,39,-1.8209,725,3.43279,70,-0.8544,114,-0.0957,218,0.94893
ENSG00000133424,LARGE1,18,-2.4639,102,0.13633,160,0.97878,115,0.36009,132,0.60721,58,-0.7267,65,-0.5654,44,-1.1660,26,-1.9139
ENSG00000100284,TOM1,27,-1.3030,78,0.31550,77,0.34407,73,0.24749,66,0.05729,67,0.09183,59,-0.1153,37,-0.8422,63,-0.0210
ENSG00000100302,RASD2,5,-3.0185,26,-0.6658,59,0.66797,43,0.10607,23,-0.9018,31,-0.4040,23,-0.8399,20,-1.0758,131,1.99348
ENSG00000100320,RBFOX2,30,-2.2614,176,0.39646,192,0.59910,175,0.42928,169,0.37210,71,-1.0088,76,-0.9046,61,-1.2354,161,0.24899
ENSG00000128335,APOL2,13,-1.2079,27,-0.0944,41,0.65518,16,-0.9303,37,0.43838,20,-0.5228,8,-1.8745,32,0.15530,56,1.07036
ENSG00000100345,MYH9,80,0.23323,28,-1.3520,61,-0.2098,54,-0.4120,47,-0.6382,203,1.83964,103,0.64802,42,-0.7651,46,-0.6119
ENSG00000100348,TXN2,55,-0.4239,75,0.06215,68,-0.1039,89,0.37706,77,0.10283,78,0.12426,44,-0.7705,62,-0.2371,85,0.25077
ENSG00000100350,FOXRED2,31,-1.0377,92,0.63195,102,0.92033,59,-0.0938,41,-0.6965,41,-0.6421,46,-0.4511,58,-0.1159,72,0.24196
ENSG00000100353,EIF3D,58,0.39793,37,-0.3269,24,-1.0596,35,-0.4528,56,0.35464,92,1.14370,51,0.19311,38,-0.2566,41,-0.1726
ENSG00000100360,IFT27,59,0.49385,39,-0.1686,44,0.02827,60,0.58257,37,-0.2752,35,-0.3506,30,-0.5771,31,-0.5316,45,0.06478
ENSG00000128311,TST,66,1.42475,16,-0.8756,17,-0.7552,23,-0.3169,19,-0.6385,57,1.15304,8,-1.7722,33,0.26425,35,0.38257
ENSG00000128309,MPST,58,1.25635,20,-0.4639,18,-0.6500,25,-0.1222,9,-1.6500,42,0.70217,42,0.71245,29,0.10348,27,0.01420
ENSG00000100379,KCTD17,38,-1.6190,95,-0.2445,164,0.69598,125,0.20630,138,0.37764,105,-0.0897,88,-0.3614,59,-0.9706,97,-0.2194
ENSG00000166897,ELFN2,2,-3.8307,35,-0.1306,72,1.18004,46,0.30714,30,-0.3995,12,-1.7057,24,-0.6906,36,-0.0950,54,0.53283
ENSG00000128283,CDC42EP1,229,5.08937,2,-3.5541,6,-2.1480,3,-3.0887,5,-2.5329,9,-1.4774,1,-4.6043,23,-0.1345,7,-1.8169
ENSG00000100083,GGA1,40,-0.1994,44,-0.0493,55,0.32901,34,-0.4617,37,-0.3285,59,0.40594,72,0.73432,34,-0.4435,43,-0.0766
ENSG00000241360,PDXP,53,-2.4681,359,0.42666,349,0.42381,391,0.63767,402,0.68926,117,-1.2949,202,-0.4734,149,-0.9350,131,-1.1378
ENSG00000100097,LGALS1,334,0.38267,256,-0.0376,168,-0.7404,70,-2.0863,129,-1.1636,910,2.15736,320,0.31315,323,0.32981,272,0.05452
ENSG00000273899,NOL12,20,-0.0006,24,0.24982,18,-0.2195,23,0.23356,20,-0.0268,19,-0.1058,25,0.31993,17,-0.2454,16,-0.3390
ENSG00000100106,TRIOBP,22,0.40157,9,-0.9054,8,-1.1209,9,-0.9831,4,-2.1301,92,3.14088,3,-2.3570,15,-0.1829,18,0.12360
ENSG00000189060,H1F0,61,-0.0836,40,-0.7343,76,0.29404,74,0.24373,66,0.04033,51,-0.3581,48,-0.4624,58,-0.1776,84,0.40859
ENSG00000100116,GCAT,44,-0.0135,34,-0.4076,62,0.59135,34,-0.4488,37,-0.3076,42,-0.1096,57,0.37900,32,-0.5227,60,0.46991
ENSG00000100124,ANKRD54,14,-1.1503,38,0.35833,37,0.38070,45,0.74177,39,0.46280,11,-1.5428,12,-1.3198,20,-0.6379,22,-0.4503
ENSG00000100129,EIF3L,67,-0.2283,97,0.36658,59,-0.4391,95,0.35650,92,0.31007,84,0.13984,49,-0.6980,85,0.14577,52,-0.6025
ENSG00000100142,POLR2F,150,0.67255,102,0.05115,68,-0.6118,76,-0.4372,75,-0.4544,103,0.06169,207,1.21708,113,0.21329,70,-0.5336
ENSG00000100146,SOX10,279,4.05304,9,-2.1936,17,-1.3174,13,-1.6784,7,-2.6260,0,-7.7122,29,-0.4349,45,0.26860,24,-0.7155
ENSG00000100151,PICK1,21,-0.6667,21,-0.6823,43,0.48646,48,0.68613,54,0.90747,23,-0.5259,4,-2.9239,8,-2.0052,25,-0.4175
ENSG00000100156,SLC16A8,6,-1.0144,15,0.34268,22,1.10816,9,-0.4779,14,0.26792,17,0.50480,3,-2.1103,8,-0.7002,6,-0.9546
ENSG00000184381,PLA2G6,48,1.05991,19,-0.3895,34,0.54803,17,-0.5799,30,0.32759,9,-1.4533,17,-0.5967,28,0.17458,14,-0.8195
ENSG00000198792,TMEM184B,109,0.65318,67,-0.1179,91,0.40970,50,-0.5982,107,0.70111,60,-0.2917,21,-1.8539,57,-0.3571,57,-0.3703
ENSG00000213923,CSNK1E,132,0.12398,136,0.16184,138,0.21124,131,0.12124,123,0.01222,94,-0.4087,107,-0.2063,78,-0.6981,136,0.17087
ENSG00000168135,KCNJ4,0,-7.1130,50,-0.3417,79,0.39821,71,0.21375,150,1.71449,19,-1.7801,37,-0.8070,21,-1.6411,27,-1.2929
ENSG00000100201,DDX17,429,0.70203,191,-0.5787,259,-0.1153,285,0.04858,238,-0.2602,376,0.48513,226,-0.3192,262,-0.0882,279,0.01004
ENSG00000100211,CBY1,41,1.28367,8,-1.2915,16,-0.2595,16,-0.2295,14,-0.4536,50,1.61902,6,-1.6126,11,-0.7403,15,-0.3196
ENSG00000100216,TOMM22,67,-0.3279,104,0.36549,92,0.18616,91,0.16416,86,0.07585,72,-0.2109,101,0.31426,54,-0.6556,56,-0.6117
ENSG00000100221,JOSD1,41,-0.6063,69,0.20274,80,0.49561,69,0.24178,51,-0.2783,83,0.51057,53,-0.1980,38,-0.6872,39,-0.6538
ENSG00000100226,GTPBP1,36,0.08355,30,-0.2230,34,0.00658,44,0.43799,42,0.36940,25,-0.4825,17,-1.0750,34,-0.0113,28,-0.2971
ENSG00000100242,SUN2,661,3.80833,25,-2.0685,51,-1.0776,54,-0.9803,58,-0.8529,28,-1.8932,17,-2.5712,73,-0.4510,46,-1.1628
ENSG00000100246,DNAL4,3,-4.1939,68,0.25053,50,-0.2660,155,1.97421,66,0.22045,18,-1.7896,28,-1.1272,12,-2.2774,29,-1.0570
ENSG00000221890,NPTXR,66,-3.2007,493,-0.2053,509,-0.1696,1220,1.50268,855,0.76244,227,-1.3823,137,-2.1233,184,-1.6945,470,-0.2803
ENSG00000183741,CBX6,70,-1.4099,330,1.01967,214,0.33970,148,-0.2974,169,-0.0708,124,-0.5453,150,-0.2545,195,0.15284,187,0.08873
ENSG00000100307,CBX7,72,-0.2670,114,0.46103,74,-0.2390,95,0.17979,115,0.51949,85,-0.0056,79,-0.1289,54,-0.7062,55,-0.6840
ENSG00000100311,PDGFB,5,-2.6539,11,-1.3879,24,-0.3059,52,1.07349,27,-0.1498,57,1.09906,31,0.09531,16,-0.8721,23,-0.3834
ENSG00000100316,RPL3,1128,0.56759,1034,0.42646,520,-0.7004,639,-0.3640,603,-0.4582,1096,0.52054,1014,0.39446,1045,0.44237,657,-0.2907
ENSG00000100321,SYNGR1,60,-2.3455,314,0.13851,479,0.94263,323,0.20618,425,0.70697,175,-0.7692,161,-0.8890,114,-1.4109,171,-0.7974
ENSG00000100324,TAB1,49,1.08459,18,-0.5113,22,-0.1953,17,-0.6237,26,0.06976,35,0.52847,31,0.34982,19,-0.3834,17,-0.6040
ENSG00000128268,MGAT3,65,-0.0658,74,0.14968,50,-0.5120,107,0.83637,107,0.82654,37,-0.9375,36,-0.9702,35,-1.0005,38,-0.8696
ENSG00000100335,MIEF1,23,-0.0446,19,-0.3013,32,0.55929,21,-0.1499,22,-0.1028,29,0.32988,14,-0.8098,20,-0.2088,25,0.08907
ENSG00000128272,ATF4,167,0.33122,140,0.05069,158,0.27061,114,-0.2906,159,0.27801,133,-0.0288,147,0.12809,103,-0.4311,75,-0.9187
ENSG00000187051,RPS19BP1,120,-0.2409,195,0.53121,118,-0.2811,97,-0.6171,165,0.28757,243,0.89887,165,0.26179,109,-0.3835,86,-0.7530
ENSG00000100346,CACNA1I,1,-4.5569,41,0.19474,52,0.64136,56,0.75465,47,0.44264,9,-2.0127,22,-0.7901,17,-1.1502,38,0.06381
ENSG00000100354,TNRC6B,64,0.32619,41,-0.3898,59,0.19156,85,0.89031,29,-0.9707,39,-0.4539,16,-1.7603,44,-0.2736,79,0.65878
ENSG00000239900,ADSL,27,-0.2559,24,-0.4724,41,0.41702,33,0.06258,32,0.02335,43,0.48030,35,0.14684,18,-0.8313,24,-0.4425
ENSG00000100359,SGSM3,35,-0.6388,43,-0.3411,49,-0.1504,57,0.12155,79,0.69828,77,0.57640,29,-0.9030,29,-0.9165,58,0.11808
ENSG00000196588,MRTFA,17,-1.4752,61,0.47426,75,0.90880,65,0.65299,30,-0.6940,24,-0.9837,30,-0.6376,26,-0.8174,47,0.04490
ENSG00000128285,MCHR1,3,-1.9754,18,0.56256,25,1.22462,15,0.27324,14,0.12487,9,-0.4779,0,-4.7658,4,-1.5015,11,-0.2479
ENSG00000100372,SLC25A17,25,-0.3235,26,-0.2794,51,0.88949,56,1.06829,23,-0.5073,11,-1.6120,19,-0.7934,4,-2.8676,31,-0.0173
ENSG00000100380,ST13,318,0.48271,180,-0.4107,170,-0.5449,262,0.18700,260,0.17533,274,0.24237,221,-0.0983,245,0.06699,199,-0.2566
ENSG00000100387,RBX1,252,-0.1589,365,0.42744,181,-0.7227,345,0.37396,289,0.05546,420,0.65424,312,0.17367,167,-0.7899,207,-0.4685
ENSG00000100393,EP300,32,0.11015,29,-0.0371,32,0.12743,37,0.37964,31,0.07859,23,-0.3623,19,-0.6543,26,-0.1979,27,-0.1645
ENSG00000100395,L3MBTL2,30,-0.5350,52,0.30674,61,0.63702,53,0.39663,36,-0.2668,36,-0.2608,21,-1.0370,18,-1.2525,52,0.32126
ENSG00000100399,CHADL,81,2.76277,11,-0.7429,11,-0.7976,7,-1.4864,15,-0.2471,0,-4.3612,18,0.06458,19,0.12468,15,-0.2397
ENSG00000100401,RANGAP1,99,-1.0904,197,-0.0341,321,0.84884,247,0.35549,243,0.32774,93,-1.1755,130,-0.6795,116,-0.8474,164,-0.3218
ENSG00000100403,ZC3H7B,49,0.28141,49,0.28735,29,-0.5949,34,-0.3156,28,-0.6498,52,0.35643,62,0.65365,54,0.44367,46,0.17004
ENSG00000167074,TEF,25,-1.4277,79,0.33009,76,0.29167,88,0.56735,73,0.23919,29,-1.2156,64,0.00984,30,-1.1544,67,0.08117
ENSG00000183864,TOB2,123,2.13224,9,-1.9570,20,-0.9173,20,-0.9306,13,-1.6468,99,1.71123,5,-2.7958,45,0.35307,41,0.20841
ENSG00000100410,PHF5A,27,0.11380,18,-0.4736,22,-0.2144,32,0.38877,26,0.01969,18,-0.5476,41,0.78594,24,-0.0855,16,-0.7025
ENSG00000100412,ACO2,277,-0.2002,443,0.54684,304,-0.0605,301,-0.0767,287,-0.1593,349,0.16542,306,-0.0448,300,-0.0757,318,0.01814
ENSG00000100413,POLR3H,42,-0.5920,98,0.72603,65,0.06560,74,0.31446,54,-0.2354,27,-1.2831,53,-0.2420,61,-0.0258,79,0.37677
ENSG00000172346,CSDC2,6,-2.6742,28,-0.3932,9,-2.0775,47,0.48595,34,-0.0546,71,1.12955,24,-0.5882,53,0.64584,64,0.93694
ENSG00000100417,PMM1,36,-1.1241,91,0.30832,72,-0.0719,70,-0.1090,102,0.54942,91,0.31246,94,0.35752,56,-0.4381,42,-0.8683
ENSG00000100418,DESI1,78,0.52008,57,0.01635,61,0.14069,59,0.06285,46,-0.3381,68,0.30039,25,-1.2011,55,-0.0366,61,0.12641
ENSG00000196419,XRCC6,119,-0.4713,113,-0.5551,153,-0.0943,218,0.53786,230,0.64086,170,0.08799,110,-0.5879,115,-0.5258,106,-0.6396
ENSG00000100138,SNU13,125,-1.2266,293,0.07329,310,0.18276,319,0.23285,321,0.24523,341,0.31489,313,0.17880,167,-0.7877,213,-0.4244
ENSG00000198911,SREBF2,153,-0.4832,213,0.02763,252,0.32549,290,0.58779,223,0.11369,178,-0.2516,130,-0.7322,116,-0.9025,190,-0.1544
ENSG00000205704,LINC00634,19,-1.5241,57,0.13342,63,0.33445,63,0.33055,82,0.81950,14,-1.9323,34,-0.6425,42,-0.3271,44,-0.2814
ENSG00000100167,SEPTIN3,124,-1.8193,555,0.46746,564,0.55518,524,0.41768,326,-0.4050,286,-0.5751,377,-0.1453,315,-0.4268,483,0.24472
ENSG00000183172,SMDT1,101,-0.4994,158,0.19280,97,-0.6015,123,-0.2197,170,0.34480,178,0.39052,182,0.42169,177,0.37530,99,-0.5266
ENSG00000184983,NDUFA6,102,-0.6410,225,0.60225,90,-0.8847,129,-0.3006,192,0.38673,252,0.79003,172,0.16945,139,-0.1667,140,-0.1563
ENSG00000237037,NDUFA6-DT,4,-1.6412,13,0.13340,16,0.62267,10,-0.2049,10,-0.3027,28,1.44867,0,-5.9731,5,-1.2760,17,0.60879
ENSG00000100207,TCF20,11,-1.4586,26,-0.2647,42,0.57717,54,1.04066,28,-0.1174,10,-1.6518,33,0.12497,14,-1.2148,24,-0.3951
ENSG00000229891,LINC01315,29,0.76758,19,0.12352,13,-0.4956,23,0.41296,19,0.10189,3,-2.5673,39,1.26231,12,-0.6100,3,-2.6482
ENSG00000189306,RRP7A,27,-1.2369,69,0.16360,104,0.96198,51,-0.3243,49,-0.3952,63,0.03233,97,0.73054,37,-0.7901,40,-0.6636
ENSG00000100227,POLDIP3,80,1.39213,33,-0.0573,22,-0.7058,43,0.41509,19,-0.9155,27,-0.3829,33,-0.0703,27,-0.3646,41,0.29883
ENSG00000100243,CYB5R3,212,0.25273,130,-0.5038,148,-0.3388,155,-0.2614,150,-0.3159,445,1.50654,140,-0.3946,153,-0.2537,180,-0.0013
ENSG00000242247,ARFGAP3,39,0.17664,28,-0.3505,30,-0.2329,46,0.48487,38,0.16116,42,0.30963,32,-0.1067,15,-1.2575,32,-0.1109
ENSG00000100266,PACSIN2,29,-0.7142,25,-0.9023,36,-0.4057,57,0.39263,65,0.63654,67,0.61777,56,0.30915,18,-1.3928,37,-0.3242
ENSG00000100271,TTLL1,17,0.02849,26,0.66901,29,0.94994,13,-0.4053,14,-0.3668,9,-0.9731,6,-1.6034,10,-0.7668,25,0.59413
ENSG00000100294,MCAT,9,-1.4403,37,0.66023,38,0.79766,33,0.51248,26,0.10404,2,-3.4418,5,-2.1598,23,-0.0667,23,-0.1240
ENSG00000100300,TSPO,83,1.19270,19,-1.0935,12,-1.8743,6,-2.7857,10,-2.2112,169,2.55383,58,0.58466,55,0.49946,40,0.01042
ENSG00000100304,TTLL12,5,-2.2202,21,-0.1850,27,0.17681,18,-0.4830,21,-0.2705,22,-0.1274,45,0.99892,24,0.00156,41,0.85297
