Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000196352,CD55,84,1.05512,51,0.22580,102,1.64680,36,-0.3315,15,-1.6074,6,-2.7929,11,-2.0526,62,0.53665,13,-1.7815,9,-2.3817
ENSG00000117335,CD46,87,0.55277,24,-1.3945,54,-0.2359,76,0.36553,78,0.36008,58,-0.0978,75,0.30189,75,0.30727,43,-0.5462,41,-0.6272
ENSG00000076356,PLXNA2,12,-1.9489,41,-0.0907,80,1.11331,63,0.63522,65,0.62986,45,0.04934,11,-2.0602,21,-1.1050,22,-1.0745,24,-0.8903
ENSG00000008118,CAMK1G,6,-3.1437,67,0.38129,72,0.54727,109,1.37563,34,-0.6808,50,-0.0847,33,-0.6973,11,-2.3612,19,-1.5608,53,-0.0036
ENSG00000117597,UTP25,15,-0.7383,13,-0.9308,25,0.09686,27,0.19185,24,-0.0184,26,0.09618,23,-0.0974,40,0.79934,13,-0.9109,32,0.42352
ENSG00000143469,SYT14,14,-0.4761,11,-0.8628,28,0.58877,44,1.54255,14,-0.5138,13,-0.5792,5,-2.0539,0,-4.8201,22,0.18242,13,-0.6074
ENSG00000117625,RCOR3,63,0.93345,22,-0.6831,32,-0.1570,35,-0.0269,29,-0.2760,60,0.83911,20,-0.8671,14,-1.3803,29,-0.3012,52,0.62098
ENSG00000170385,SLC30A1,37,0.13204,9,-1.9782,26,-0.4457,17,-1.1458,12,-1.4997,23,-0.5701,108,1.96146,59,0.88114,41,0.30439,33,-0.0399
ENSG00000123684,LPGAT1,97,0.85629,54,-0.0970,81,0.62757,73,0.42669,58,0.02629,32,-0.9028,25,-1.2476,45,-0.3822,38,-0.6118,29,-1.0133
ENSG00000066027,PPP2R5A,77,1.09464,25,-0.6914,32,-0.3403,22,-0.9630,26,-0.6173,50,0.38863,52,0.43940,25,-0.6898,47,0.29831,61,0.70037
ENSG00000065600,PACC1,87,2.80420,8,-1.1542,11,-0.8330,25,0.56016,18,-0.0090,9,-1.0752,2,-3.0924,7,-1.3493,11,-0.7819,5,-1.8683
ENSG00000117691,NENF,628,1.46585,298,0.21120,208,-0.3789,204,-0.4092,264,0.02320,156,-0.7926,207,-0.3544,246,-0.0904,347,0.45955,154,-0.8108
ENSG00000117697,NSL1,84,1.50655,33,-0.0222,37,0.13022,19,-0.9202,44,0.41942,37,0.12856,27,-0.3715,14,-1.3646,21,-0.7032,35,0.04888
ENSG00000203705,TATDN3,35,0.23637,25,-0.2772,29,-0.0412,39,0.46545,38,0.36886,38,0.36483,19,-0.7203,41,0.51705,11,-1.4634,16,-0.9421
ENSG00000162769,FLVCR1,20,0.31652,21,0.37886,20,0.35160,26,0.81177,18,0.13725,8,-1.1020,7,-1.3185,7,-1.2712,4,-2.1052,21,0.37934
ENSG00000174606,ANGEL2,34,0.70430,16,-0.4368,29,0.49550,19,-0.2051,33,0.64746,17,-0.4204,8,-1.5444,9,-1.3011,19,-0.2238,30,0.50094
ENSG00000136643,RPS6KC1,26,0.08797,35,0.57143,32,0.48449,36,0.67353,12,-1.0078,8,-1.6562,28,0.21763,18,-0.4269,19,-0.3719,10,-1.2621
ENSG00000143499,SMYD2,15,-1.2839,67,1.03506,62,1.04805,37,0.10182,66,0.99708,31,-0.2222,5,-2.7047,11,-1.7724,11,-1.7135,19,-0.9417
ENSG00000152104,PTPN14,3,-2.6923,11,-0.9927,4,-2.4022,31,0.68650,50,1.41249,59,1.70317,22,0.05164,2,-3.4912,23,0.12041,14,-0.6384
ENSG00000136636,KCTD3,73,1.41297,10,-1.6518,16,-1.0154,36,0.25941,8,-2.0424,33,0.09820,44,0.54976,14,-1.1449,42,0.48284,42,0.49927
ENSG00000092978,GPATCH2,9,-0.9548,34,1.11609,19,0.21044,15,-0.2106,16,-0.1171,7,-1.3055,15,-0.1346,15,-0.1599,10,-0.8059,29,0.85652
ENSG00000067533,RRP15,16,-0.6107,37,0.67545,27,0.19870,11,-1.1898,28,0.22687,11,-1.1888,37,0.65716,57,1.40712,12,-1.0249,15,-0.7048
ENSG00000143353,LYPLAL1,46,0.30893,22,-0.8495,34,-0.1930,48,0.41811,18,-1.1303,48,0.36493,73,1.05822,14,-1.5276,42,0.16890,29,-0.4150
ENSG00000136628,EPRS,56,-0.0616,48,-0.2880,53,-0.1658,82,0.60846,65,0.16831,45,-0.4029,46,-0.3716,60,0.04399,48,-0.3067,62,0.09976
ENSG00000162813,BPNT1,18,-0.0773,9,-0.9973,18,-0.0313,19,0.00050,22,0.23034,26,0.53608,22,0.25439,35,1.00535,7,-1.4391,11,-0.8101
ENSG00000067704,IARS2,49,0.25227,39,-0.1020,42,-0.0067,50,0.29374,37,-0.1872,34,-0.3157,36,-0.2468,46,0.13199,47,0.16233,33,-0.3822
ENSG00000118873,RAB3GAP2,37,-0.5200,63,0.30330,84,0.87589,56,0.14028,72,0.51736,33,-0.6697,8,-2.6681,37,-0.5016,42,-0.3354,49,-0.0723
ENSG00000116141,MARK1,19,-0.9817,40,0.13708,54,0.69666,46,0.37949,58,0.71630,42,0.20548,14,-1.4419,22,-0.7668,24,-0.6277,22,-0.7776
ENSG00000162817,C1orf115,4,-4.4540,157,0.96702,151,1.03491,73,-0.2730,72,-0.2764,85,-0.0266,47,-0.9337,92,0.09191,62,-0.5116,69,-0.3440
ENSG00000117791,MARC2,11,-0.7109,12,-0.6913,23,0.34374,15,-0.3528,36,1.05929,23,0.30464,28,0.65774,2,-2.9492,18,-0.0647,18,-0.0837
ENSG00000186205,MARC1,7,-0.6209,15,0.58337,10,-0.1264,11,0.13669,20,1.00037,5,-1.1201,0,-6.3388,1,-3.3143,13,0.37139,23,1.26969
ENSG00000154305,MIA3,30,-1.0083,34,-0.8251,41,-0.6129,104,1.06151,94,0.75751,38,-0.6738,96,0.77861,52,-0.1899,37,-0.7026,34,-0.8171
ENSG00000186063,AIDA,70,0.49665,56,0.16030,60,0.29527,52,0.03682,37,-0.4826,22,-1.2719,33,-0.6720,69,0.47881,53,0.06947,46,-0.1461
ENSG00000162819,BROX,78,1.08034,25,-0.6863,42,0.07079,36,-0.2013,47,0.24728,25,-0.7382,41,0.02728,20,-1.0820,48,0.30078,42,0.08203
ENSG00000143502,SUSD4,7,-3.4332,55,-0.3807,103,0.68103,117,0.91481,67,-0.0795,44,-0.7361,38,-0.9551,46,-0.6581,35,-1.0579,117,0.81278
ENSG00000162909,CAPN2,94,0.48143,40,-0.8440,28,-1.4426,87,0.40813,35,-1.0399,28,-1.3820,208,1.87254,24,-1.5694,78,0.18221,93,0.47070
ENSG00000143514,TP53BP2,74,0.43126,20,-1.5368,38,-0.6363,31,-0.9516,52,-0.1149,20,-1.5455,122,1.27802,25,-1.1923,95,0.85649,125,1.31847
ENSG00000143756,FBXO28,22,-0.2853,45,0.81599,39,0.64369,22,-0.3153,15,-0.8517,37,0.52581,33,0.30923,8,-1.8036,20,-0.4693,21,-0.4075
ENSG00000143753,DEGS1,82,0.04759,38,-1.1285,79,-0.0144,151,1.20583,120,0.65704,94,0.25678,37,-1.1503,17,-2.3084,52,-0.6479,55,-0.5710
ENSG00000143771,CNIH4,21,-0.4669,26,-0.1530,20,-0.6300,43,0.68266,44,0.65271,14,-1.1245,43,0.63475,11,-1.3897,27,-0.1162,37,0.37681
ENSG00000162923,WDR26,35,-0.7725,65,0.17780,72,0.36834,55,-0.0941,63,0.11144,73,0.34624,66,0.20438,38,-0.6745,49,-0.2714,57,-0.0356
ENSG00000143786,CNIH3,4,-3.3727,54,0.30507,91,1.38170,56,0.41077,3,-3.7836,25,-0.8858,48,0.13763,43,-0.0547,18,-1.3529,42,-0.0942
ENSG00000143815,LBR,40,1.58615,10,-0.6161,14,-0.1307,14,-0.1321,5,-1.5073,13,-0.2373,13,-0.2093,24,0.72785,11,-0.5181,10,-0.6499
ENSG00000154380,ENAH,135,0.96434,58,-0.3895,54,-0.5410,77,0.05944,34,-1.2049,50,-0.6107,70,-0.0875,73,-0.0214,111,0.65013,99,0.45992
ENSG00000143742,SRP9,267,-0.0608,331,0.27554,229,-0.3258,325,0.27617,269,-0.0526,314,0.19399,220,-0.3670,232,-0.2791,304,0.14324,289,0.05982
ENSG00000143819,EPHX1,111,0.14878,43,-1.2873,56,-0.9661,74,-0.5246,60,-0.8009,73,-0.5062,268,1.64022,75,-0.4582,155,0.68854,167,0.80681
ENSG00000196187,TMEM63A,198,4.74199,1,-3.7821,7,-1.9016,4,-2.6761,7,-1.8134,0,-6.1597,1,-4.6102,7,-1.6423,31,0.46314,9,-1.3802
ENSG00000143811,PYCR2,116,1.16830,33,-0.8193,37,-0.6976,78,0.56189,45,-0.3567,65,0.22034,60,0.08197,21,-1.4612,56,-0.0289,54,-0.0636
ENSG00000143751,SDE2,24,0.97193,6,-1.2514,13,-0.0041,21,0.83521,0,-4.7590,18,0.51492,7,-0.9831,5,-1.3634,16,0.31422,13,0.02512
ENSG00000163041,H3F3A,564,1.10931,186,-0.6647,160,-0.9588,267,-0.1197,155,-0.9422,236,-0.3042,442,0.69564,259,-0.1603,355,0.33877,387,0.48120
ENSG00000182827,ACBD3,25,-0.2573,37,0.36968,39,0.48008,44,0.74745,29,-0.0309,36,0.33787,4,-2.6945,1,-4.3815,39,0.43724,15,-1.0461
ENSG00000143799,PARP1,149,0.71097,48,-1.0469,74,-0.4262,91,-0.0979,93,-0.0416,68,-0.5309,135,0.54071,75,-0.3885,121,0.37088,131,0.50167
ENSG00000203685,STUM,21,-1.8436,129,0.94569,146,1.33547,44,-0.8029,22,-1.7462,67,-0.1205,31,-1.2547,46,-0.6818,58,-0.3363,110,0.67783
ENSG00000143772,ITPKB,303,3.01671,13,-2.2151,17,-1.9599,8,-3.0091,21,-1.5399,39,-0.6370,46,-0.4002,51,-0.2346,109,0.98401,78,0.43820
ENSG00000143801,PSEN2,8,-1.3091,13,-0.7054,16,-0.4668,35,0.93443,18,-0.1705,45,1.27300,34,0.78260,4,-2.2834,8,-1.4088,17,-0.3325
ENSG00000163050,COQ8A,35,-0.7295,59,0.06554,38,-0.6477,117,1.38581,69,0.31023,74,0.42829,48,-0.2530,28,-1.0662,18,-1.7291,37,-0.6370
ENSG00000143776,CDC42BPA,84,0.51667,64,0.08134,67,0.19157,62,0.05565,46,-0.4156,61,0.02003,36,-0.7906,45,-0.4446,55,-0.1386,74,0.32305
ENSG00000143740,SNAP47,31,-1.3091,92,0.35162,90,0.35246,77,0.06713,116,0.71881,146,1.10763,35,-1.1252,25,-1.6273,44,-0.7896,63,-0.2390
ENSG00000081692,JMJD4,17,-0.6646,26,-0.0616,42,0.77765,28,0.05030,25,-0.1549,37,0.47146,29,0.10175,15,-0.8512,10,-1.4185,27,-0.0335
ENSG00000143761,ARF1,188,-1.3419,329,-0.4931,532,0.28490,621,0.57004,555,0.32560,780,0.88507,396,-0.2083,305,-0.6085,179,-1.4126,388,-0.2378
ENSG00000143793,C1orf35,14,-0.5328,26,0.39586,15,-0.5061,15,-0.5496,11,-0.8728,29,0.53040,42,1.17350,32,0.68326,16,-0.3771,16,-0.4090
ENSG00000162910,MRPL55,66,-0.6413,157,0.73227,91,-0.1654,95,-0.0788,134,0.47111,120,0.29017,108,0.12208,84,-0.2747,72,-0.4948,85,-0.2571
ENSG00000143774,GUK1,591,-0.0660,815,0.44569,454,-0.5155,495,-0.3724,683,0.16212,881,0.57224,644,0.06929,759,0.33233,658,0.10455,467,-0.4315
ENSG00000154358,OBSCN,2,-2.9279,20,0.41186,7,-1.1845,11,-0.5264,59,2.36530,17,0.16139,10,-0.6450,5,-1.5925,13,-0.2296,20,0.44408
ENSG00000154370,TRIM11,7,-1.8248,21,-0.2281,24,-0.0159,30,0.37098,29,0.26544,34,0.51835,25,0.07968,37,0.69009,12,-1.0730,18,-0.4690
ENSG00000181218,HIST3H2A,20,0.06076,12,-0.6251,23,0.32420,33,1.05796,25,0.43334,20,0.11535,7,-1.3779,14,-0.4676,4,-2.1913,11,-0.8034
ENSG00000168159,RNF187,190,-1.1361,590,0.63074,576,0.66405,342,-0.2601,409,0.04226,460,0.22693,341,-0.2441,397,-0.0057,218,-0.9292,342,-0.2392
ENSG00000116574,RHOU,358,3.92554,9,-2.4925,26,-1.1203,29,-0.9383,8,-2.6498,19,-1.5116,28,-0.9088,7,-2.8265,52,0.01606,22,-1.2392
ENSG00000168118,RAB4A,68,-0.3166,60,-0.5249,77,-0.1479,87,0.06151,98,0.24203,159,1.04252,92,0.14233,29,-1.6075,98,0.25316,75,-0.1806
ENSG00000154429,CCSAP,50,-0.8244,92,0.11841,111,0.46957,109,0.44278,82,-0.0573,109,0.38262,36,-1.2873,87,0.03710,53,-0.7421,73,-0.2362
ENSG00000069248,NUP133,47,0.51110,16,-1.1691,36,0.07436,45,0.49849,73,1.23383,45,0.43677,8,-2.0589,5,-2.6963,35,0.01667,19,-0.8799
ENSG00000135776,ABCB10,8,-1.0640,6,-1.5706,26,0.76155,20,0.26159,22,0.40388,9,-0.9015,11,-0.5949,24,0.56619,14,-0.2866,17,0.00304
ENSG00000135801,TAF5L,24,0.49099,10,-0.8066,19,0.12413,15,-0.2023,15,-0.2484,5,-1.8228,43,1.47969,9,-0.8992,13,-0.4069,21,0.30902
ENSG00000143641,GALNT2,32,-0.3946,30,-0.4711,38,-0.1441,51,0.40017,53,0.41954,59,0.57762,19,-1.1878,26,-0.7188,32,-0.3851,63,0.69166
ENSG00000177614,PGBD5,39,-1.8630,169,0.35116,158,0.27179,223,0.92049,151,0.17138,248,0.98576,56,-1.3276,35,-2.0121,54,-1.3807,108,-0.3530
ENSG00000135775,COG2,28,0.58428,36,1.01396,10,-0.9987,13,-0.5955,28,0.62720,21,0.18272,35,0.97234,4,-2.2871,19,0.03618,10,-0.9317
ENSG00000135744,AGT,592,1.44127,95,-1.4628,86,-1.7027,78,-1.8603,64,-2.0471,100,-1.3809,829,2.07858,76,-1.7997,421,0.85313,480,1.07549
ENSG00000119280,C1orf198,301,2.87481,22,-1.5308,31,-1.1366,18,-1.9775,9,-2.9008,33,-0.9618,83,0.44838,45,-0.4938,75,0.28428,83,0.44962
ENSG00000173409,ARV1,24,-0.7112,29,-0.4403,42,0.11722,62,0.84799,80,1.16702,49,0.35742,4,-3.3789,28,-0.5123,19,-1.0906,27,-0.5547
ENSG00000182118,FAM89A,27,1.00114,5,-1.5589,8,-0.9758,1,-3.3846,0,-7.1821,0,-6.4859,70,2.86777,9,-0.6717,23,0.76094,20,0.54385
ENSG00000116906,GNPAT,61,0.07493,50,-0.2372,51,-0.2093,71,0.36939,57,-0.0248,71,0.31285,91,0.72572,33,-0.8450,35,-0.7806,52,-0.1524
ENSG00000116903,EXOC8,7,-1.2049,6,-1.4109,34,1.46040,24,0.78514,29,0.97110,7,-1.1964,0,-6.8839,4,-1.9166,1,-3.5603,18,0.23013
ENSG00000135766,EGLN1,111,0.27624,83,-0.1750,95,0.03243,118,0.42676,55,-0.7926,104,0.17554,75,-0.3374,91,-0.0378,92,-0.0231,79,-0.2491
ENSG00000116918,TSNAX,57,-0.5825,57,-0.5938,127,0.76340,93,0.19947,104,0.35498,84,0.02385,41,-1.0663,63,-0.4366,84,0.02020,68,-0.3168
ENSG00000116991,SIPA1L2,26,-0.2409,33,0.14513,30,-0.0285,39,0.43016,5,-2.4802,6,-2.4246,27,-0.1699,22,-0.5075,28,-0.1255,80,1.60422
ENSG00000135778,NTPCR,62,-0.0620,40,-0.7280,71,0.16219,74,0.23344,86,0.44963,70,0.12447,36,-0.8921,63,-0.0390,61,-0.0812,67,0.06611
ENSG00000135749,PCNX2,1,-5.3475,45,0.29304,45,0.31830,43,0.21337,51,0.48077,34,-0.1382,11,-1.7704,35,-0.1047,35,-0.0973,63,0.82387
ENSG00000135750,KCNK1,55,-0.4787,32,-1.2988,128,0.96922,74,-0.0348,154,1.17327,138,0.97864,22,-1.8461,44,-0.8242,29,-1.4447,27,-1.5296
ENSG00000183780,SLC35F3,3,-2.2231,15,0.09320,29,1.42899,13,-0.0768,20,0.58170,24,0.84213,1,-3.8576,6,-1.1250,3,-2.0987,9,-0.6115
ENSG00000168275,COA6,24,-1.8130,113,0.56615,73,-0.1469,92,0.26285,84,0.09519,111,0.53779,103,0.41255,84,0.08934,62,-0.3736,41,-1.0229
ENSG00000059588,TARBP1,22,-1.1729,25,-0.9525,27,-0.9198,107,1.58229,57,0.28120,66,0.52884,74,0.71262,8,-2.5238,16,-1.5897,32,-0.6095
ENSG00000168264,IRF2BP2,226,1.26931,55,-0.9921,100,-0.0686,90,-0.2539,71,-0.6029,82,-0.3739,211,1.15272,66,-0.7157,77,-0.4773,86,-0.2982
ENSG00000173726,TOMM20,174,-1.1918,431,0.20342,521,0.56972,568,0.73419,402,0.09202,314,-0.2956,271,-0.5233,269,-0.5311,217,-0.8551,294,-0.3962
ENSG00000054267,ARID4B,71,0.32832,21,-1.5428,68,0.28731,58,0.00444,45,-0.3772,22,-1.4246,34,-0.8076,104,0.95689,79,0.49435,64,0.17275
ENSG00000152904,GGPS1,22,-0.5790,44,0.51568,31,-0.0240,32,0.00050,29,-0.1458,22,-0.5482,38,0.27289,32,0.01753,32,0.03599,36,0.18358
ENSG00000162885,B3GALNT2,12,0.03504,20,0.84982,11,-0.0736,22,1.09571,2,-2.5970,4,-1.6849,17,0.55499,2,-2.6353,4,-1.5046,16,0.43260
ENSG00000168243,GNG4,11,-2.2193,31,-0.7704,24,-1.2353,89,1.02063,115,1.32764,76,0.63640,44,-0.2388,18,-1.5604,42,-0.3045,52,0.00731
ENSG00000143669,LYST,25,0.79912,9,-0.7286,21,0.62736,20,0.50501,23,0.70219,5,-1.6395,0,-6.3300,3,-2.2150,15,-0.0007,17,0.18182
ENSG00000077585,GPR137B,52,0.34107,17,-1.3780,14,-1.6827,47,0.19897,33,-0.3711,19,-1.1949,54,0.39757,57,0.49711,71,0.87029,76,0.96315
ENSG00000086619,ERO1B,15,-0.5607,24,0.22937,34,0.85135,18,-0.2399,37,0.89833,20,-0.0852,5,-2.0622,12,-0.8530,16,-0.3831,20,-0.1151
ENSG00000116977,LGALS8,27,-1.0011,72,0.52177,82,0.84296,46,-0.1992,71,0.50712,80,0.70968,13,-2.0604,31,-0.7672,29,-0.8756,40,-0.3722
ENSG00000077522,ACTN2,7,-2.1364,36,0.24382,69,1.52350,31,-0.0210,13,-1.3485,11,-1.5065,12,-1.3536,47,0.65836,23,-0.4589,24,-0.3750
ENSG00000116984,MTR,25,0.48401,20,0.15491,9,-1.0764,23,0.37815,25,0.48439,5,-1.9887,25,0.48125,22,0.32098,18,0.01106,15,-0.3034
ENSG00000198626,RYR2,6,-2.7808,61,0.71011,78,1.30897,38,-0.0612,24,-0.7254,39,0.00948,20,-1.0157,19,-1.0872,26,-0.6321,42,0.11908
ENSG00000133019,CHRM3,0,-5.1550,22,-0.1974,57,1.61731,17,-0.6617,58,1.39752,42,0.83790,2,-3.7215,14,-0.8996,8,-1.6207,5,-2.4404
ENSG00000155816,FMN2,51,0.09112,46,-0.0931,49,0.03762,49,0.01666,27,-0.8758,49,0.01361,65,0.47111,18,-1.4976,48,-0.0277,81,0.82058
ENSG00000180875,GREM2,0,-7.8453,21,0.13569,32,0.91754,18,-0.1017,19,-0.0015,13,-0.6110,3,-2.7306,41,1.22948,6,-1.7413,28,0.61723
ENSG00000182901,RGS7,11,-2.3081,35,-0.6463,71,0.47973,27,-1.1094,161,1.85429,75,0.51958,42,-0.3904,76,0.55166,17,-1.7077,33,-0.7295
ENSG00000287516,AL359764.2,16,0.08583,10,-0.6440,24,0.78032,13,-0.2631,16,0.06826,28,0.91827,1,-3.9096,16,0.02046,12,-0.4017,13,-0.2712
ENSG00000091483,FH,45,-0.6058,45,-0.5971,38,-0.9146,107,0.85749,116,0.89086,105,0.72293,36,-0.9337,67,-0.0063,40,-0.8050,58,-0.2195
ENSG00000054277,OPN3,6,-1.4155,14,-0.3113,34,1.26162,29,0.92255,14,-0.3335,22,0.35804,0,-6.9705,4,-2.0373,6,-1.5346,15,-0.1582
ENSG00000203668,CHML,7,-1.6549,19,-0.2024,45,1.38463,31,0.65269,10,-1.0569,7,-1.6671,24,0.17179,20,-0.1238,8,-1.3766,11,-1.0155
ENSG00000143702,CEP170,58,-0.4163,87,0.20854,111,0.68000,95,0.38901,46,-0.7628,58,-0.4232,49,-0.6585,77,0.02137,52,-0.5767,73,-0.0596
ENSG00000054282,SDCCAG8,64,0.06481,62,0.01693,26,-1.3742,26,-1.3918,31,-1.0204,41,-0.5945,68,0.17707,227,2.28830,78,0.38464,59,-0.0640
ENSG00000117020,AKT3,67,-1.0797,115,-0.2465,149,0.17184,148,0.16083,170,0.36544,107,-0.3586,57,-1.3205,320,1.43388,111,-0.3079,80,-0.8121
ENSG00000179456,ZBTB18,55,-1.8826,174,-0.1536,264,0.57462,186,-0.0571,318,0.81426,465,1.47602,81,-1.3039,87,-1.2056,70,-1.5325,152,-0.3615
ENSG00000035687,ADSS,70,-0.1459,87,0.18851,132,1.00398,110,0.64776,53,-0.5739,50,-0.6660,53,-0.5723,19,-2.1097,44,-0.8380,62,-0.3412
ENSG00000203667,COX20,101,-0.2845,183,0.67009,78,-0.7211,118,-0.0427,62,-1.0258,84,-0.5558,116,-0.0675,160,0.44680,199,0.80290,153,0.37463
ENSG00000153187,HNRNPU,344,0.64726,200,-0.2172,243,0.09405,271,0.28930,264,0.21847,133,-0.8451,168,-0.4896,172,-0.4468,220,-0.0667,230,0.00281
ENSG00000185420,SMYD3,16,-1.3031,28,-0.5230,42,0.14422,47,0.35135,87,1.32260,33,-0.2555,65,0.83277,19,-1.0848,18,-1.1352,20,-0.9663
ENSG00000162852,CNST,4,-3.3045,34,-0.2935,55,0.48167,44,0.09032,45,0.12966,42,0.01220,66,0.72931,52,0.35561,15,-1.4992,44,0.07170
ENSG00000143653,SCCPDH,85,0.04839,70,-0.2575,89,0.11978,108,0.46854,93,0.19081,101,0.31267,54,-0.6497,89,0.11981,43,-1.0101,64,-0.3918
ENSG00000153207,AHCTF1,28,0.31282,15,-0.6085,24,0.06369,25,0.15528,24,0.04348,16,-0.5100,14,-0.7597,26,0.19821,24,0.08956,30,0.41265
ENSG00000175137,SH3BP5L,26,0.63484,13,-0.3955,22,0.38527,14,-0.3913,38,1.23495,21,0.25179,3,-2.6353,9,-0.9506,8,-1.2404,22,0.31975
ENSG00000171161,ZNF672,9,-1.0050,15,-0.2948,13,-0.5527,20,0.16507,15,-0.3541,8,-1.3289,44,1.40267,34,0.96822,15,-0.3585,16,-0.2242
ENSG00000171163,ZNF692,24,0.50901,14,-0.2707,26,0.72062,12,-0.6192,14,-0.2902,25,0.58048,18,0.09689,11,-0.6128,10,-0.7944,14,-0.2970
ENSG00000035115,SH3YL1,65,0.89143,48,0.38981,27,-0.5348,44,0.25663,24,-0.6751,24,-0.7107,31,-0.2744,38,0.03320,40,0.09229,38,0.03575
ENSG00000143727,ACP1,57,-0.9556,128,0.29948,126,0.30864,112,0.10356,115,0.13688,162,0.68582,93,-0.1956,118,0.17634,70,-0.6458,49,-1.1587
ENSG00000189292,ALKAL2,6,-1.9030,20,-0.2202,14,-0.8554,45,1.20353,25,0.09726,83,2.18915,5,-2.0960,2,-3.1209,3,-2.8025,18,-0.4289
ENSG00000151353,TMEM18,38,-0.0712,24,-0.7812,36,-0.1875,68,0.96770,33,-0.2702,66,0.81552,38,-0.0642,16,-1.4126,26,-0.6724,31,-0.3973
ENSG00000186487,MYT1L,9,-4.0217,183,0.34757,276,1.18229,184,0.39295,181,0.33045,160,0.13710,66,-1.2163,105,-0.5253,60,-1.3675,81,-0.9144
ENSG00000032389,EIPR1,19,-1.9765,108,0.64373,81,0.19561,116,0.85941,49,-0.6158,123,0.85636,91,0.35343,25,-1.6186,33,-1.2073,28,-1.4397
ENSG00000171853,TRAPPC12,34,-0.5122,67,0.54594,32,-0.6263,71,0.73578,60,0.39065,94,1.11948,28,-0.8076,12,-2.0433,33,-0.5694,33,-0.5554
ENSG00000182551,ADI1,81,0.70500,28,-0.9615,45,-0.2673,44,-0.2878,20,-1.4438,42,-0.3242,92,0.91436,42,-0.3308,68,0.42251,76,0.59522
ENSG00000171865,RNASEH1,38,0.01283,43,0.18313,55,0.65572,51,0.52737,39,0.05002,33,-0.2187,20,-0.9567,22,-0.8041,23,-0.7658,25,-0.6264
ENSG00000171863,RPS7,740,0.20421,721,0.16245,347,-1.0327,475,-0.5297,542,-0.2836,630,-0.0495,1024,0.73176,1192,0.98753,864,0.45315,447,-0.5806
ENSG00000232044,SILC1,119,1.59743,37,-0.3125,22,-1.1445,37,-0.3740,84,0.98310,51,0.17527,14,-1.8051,36,-0.3695,38,-0.2755,51,0.17398
ENSG00000151692,RNF144A,94,1.87382,16,-1.0189,24,-0.4392,30,-0.0301,38,0.31284,20,-0.6613,19,-0.7332,19,-0.7293,32,0.03723,26,-0.2760
ENSG00000115738,ID2,199,0.78199,79,-0.6761,125,0.03659,139,0.21715,16,-3.0030,27,-2.2467,293,1.44914,70,-0.8674,126,0.04812,132,0.11948
ENSG00000134313,KIDINS220,142,-0.2501,77,-1.1823,214,0.44164,252,0.74983,216,0.41287,112,-0.6150,159,-0.0748,127,-0.4301,89,-0.9638,148,-0.1859
ENSG00000143797,MBOAT2,102,0.76512,64,0.03462,115,1.12680,57,-0.1584,36,-0.8431,63,0.00943,35,-0.9118,13,-2.3825,48,-0.4201,50,-0.3604
ENSG00000151693,ASAP2,25,-0.3204,16,-0.9428,55,1.07737,16,-1.0781,51,0.80712,18,-0.7699,41,0.46884,12,-1.3570,25,-0.3306,38,0.32716
ENSG00000119185,ITGB1BP1,73,-0.8039,152,0.33374,119,-0.0519,151,0.35962,152,0.33733,181,0.62570,35,-1.8965,177,0.58698,109,-0.1860,55,-1.2123
ENSG00000119203,CPSF3,29,0.52394,18,-0.2504,18,-0.2833,27,0.46184,37,0.94076,22,0.08318,13,-0.6867,9,-1.1794,14,-0.6176,18,-0.2311
ENSG00000134330,IAH1,52,-0.2714,60,-0.0474,45,-0.5059,67,0.14340,87,0.54361,102,0.81868,89,0.59099,55,-0.1597,25,-1.3440,44,-0.5292
ENSG00000151694,ADAM17,27,0.27549,2,-3.3061,22,-0.0063,18,-0.3187,25,0.15141,5,-2.2194,46,1.18715,25,0.17222,28,0.35181,29,0.41773
ENSG00000134308,YWHAQ,542,0.43338,394,-0.0754,369,-0.1929,569,0.57591,450,0.13734,409,-0.0129,326,-0.3661,295,-0.5227,320,-0.3968,342,-0.2917
ENSG00000115756,HPCAL1,58,-2.2927,268,0.01428,417,0.82515,264,-0.0083,412,0.70852,598,1.34633,170,-0.6829,157,-0.8114,102,-1.4575,58,-2.2926
ENSG00000115758,ODC1,37,0.37893,10,-1.6090,18,-0.7958,28,-0.0917,74,1.52974,39,0.46835,38,0.40699,11,-1.4865,24,-0.2834,27,-0.1467
ENSG00000115761,NOL10,17,0.25768,4,-1.7133,23,0.84494,13,-0.1168,3,-2.2879,22,0.65039,7,-1.0462,27,0.99011,8,-0.9454,12,-0.2365
ENSG00000143870,PDIA6,84,0.07098,37,-1.1821,78,-0.0338,86,0.12936,61,-0.4193,100,0.34911,142,0.92866,63,-0.3606,68,-0.2521,76,-0.0760
