Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000117616,RSRP1,71,1.06636,18,-1.0744,19,-1.0361,24,-0.6355,24,-0.6720,70,1.03882,41,0.17990,42,0.20865,29,-0.3573,34,-0.1454
ENSG00000183726,TMEM50A,127,0.77738,30,-1.4753,50,-0.7123,55,-0.5635,53,-0.6173,89,0.19255,72,-0.1482,99,0.37168,42,-0.9699,125,0.86697
ENSG00000204178,MACO1,33,0.59124,14,-0.7300,13,-0.8722,9,-1.3863,8,-1.4595,38,0.85184,33,0.57384,26,0.20960,32,0.54588,22,-0.0672
ENSG00000117643,MAN1C1,28,-0.4642,17,-1.1986,34,-0.1449,11,-1.7944,16,-1.3201,8,-2.2136,19,-0.9980,50,0.46545,66,0.92944,81,1.53125
ENSG00000162430,SELENON,65,0.88701,21,-0.8945,27,-0.5198,29,-0.4089,46,0.32977,26,-0.5636,53,0.55904,22,-0.8366,29,-0.3720,47,0.42228
ENSG00000117640,MTFR1L,46,-0.2481,45,-0.2825,40,-0.4357,43,-0.3309,51,-0.0821,63,0.25362,52,-0.0522,58,0.11646,69,0.39597,62,0.24976
ENSG00000117632,STMN1,550,-0.9937,913,-0.2151,987,-0.0925,761,-0.4988,630,-0.7889,1419,0.49086,1319,0.37216,1694,0.78626,1362,0.42424,939,-0.1892
ENSG00000158008,EXTL1,2,-3.9117,42,0.04705,39,-0.0600,43,0.06905,32,-0.3610,33,-0.3256,57,0.54385,55,0.47557,32,-0.3912,56,0.59261
ENSG00000142684,ZNF593,34,0.37935,47,0.93288,24,-0.1638,21,-0.3635,16,-0.7365,50,1.02470,19,-0.5421,28,0.06009,22,-0.2800,16,-0.8451
ENSG00000142669,SH3BGRL3,293,0.34685,240,0.03212,300,0.38709,199,-0.2681,227,-0.0579,374,0.75094,217,-0.1275,368,0.72534,165,-0.5553,105,-1.3352
ENSG00000158062,UBXN11,31,0.39636,37,0.67229,22,-0.1427,18,-0.4763,18,-0.4334,5,-2.1499,26,0.14020,18,-0.4678,19,-0.3440,35,0.70125
ENSG00000117682,DHDDS,23,0.50949,7,-1.3421,14,-0.2999,14,-0.3370,17,-0.0171,26,0.66066,16,-0.1197,34,1.12946,16,-0.1075,10,-0.7911
ENSG00000198830,HMGN2,283,1.56269,44,-1.4251,69,-0.7567,140,0.34688,162,0.58217,139,0.34006,61,-0.9330,69,-0.7527,95,-0.2644,88,-0.4236
ENSG00000117713,ARID1A,31,-0.7411,32,-0.6829,37,-0.4643,55,0.16183,42,-0.2445,60,0.29971,57,0.22071,66,0.46900,58,0.25552,54,0.13977
ENSG00000204160,ZDHHC18,7,-1.6872,18,-0.3708,25,0.08323,13,-0.8374,12,-0.9692,18,-0.4345,31,0.44647,29,0.33442,28,0.28473,38,0.88752
ENSG00000142751,GPN2,9,-0.9519,15,-0.2986,9,-1.0091,10,-0.8517,9,-1.0388,16,-0.1899,32,0.94017,20,0.23349,26,0.62322,24,0.57847
ENSG00000090273,NUDC,100,-0.5041,151,0.14386,143,0.05971,142,0.04407,157,0.19918,124,-0.1654,131,-0.0810,159,0.22016,136,-0.0203,138,-0.0032
ENSG00000253368,TRNP1,26,-1.3850,83,0.39449,72,0.17685,52,-0.3270,43,-0.6457,30,-1.1814,61,-0.0891,78,0.29366,151,1.42294,58,-0.1936
ENSG00000090020,SLC9A1,2,-3.2372,19,-0.3997,14,-0.8069,9,-1.4987,5,-2.3790,16,-0.6886,55,1.34284,43,0.89421,43,0.90568,32,0.48057
ENSG00000142784,WDTC1,4,-2.9208,30,-0.0498,41,0.47248,37,0.28007,29,-0.0760,32,0.04516,23,-0.4425,36,0.26814,32,0.07612,37,0.32023
ENSG00000186501,TMEM222,102,0.43834,68,-0.1891,86,0.17916,66,-0.2564,59,-0.4250,57,-0.4672,107,0.52298,88,0.20025,79,0.04316,69,-0.1989
ENSG00000158195,WASF2,71,1.36380,13,-1.3247,19,-0.7194,35,0.17150,66,1.23223,87,1.74178,7,-2.0972,7,-2.2367,18,-0.8370,10,-1.7753
ENSG00000126705,AHDC1,23,-0.8707,43,0.07087,28,-0.5669,29,-0.5470,19,-1.1321,53,0.40334,62,0.68111,69,0.86233,33,-0.3156,45,0.16069
ENSG00000126709,IFI6,280,-0.0177,224,-0.3664,265,-0.1065,200,-0.5407,103,-1.5363,493,0.91045,522,1.00693,601,1.25541,346,0.32268,40,-3.0554
ENSG00000117758,STX12,103,0.25434,65,-0.4776,74,-0.2759,61,-0.5709,62,-0.5482,139,0.74410,99,0.19231,122,0.52893,117,0.46371,63,-0.5756
ENSG00000117751,PPP1R8,24,-0.1512,21,-0.3013,15,-0.8694,14,-0.9098,30,0.23084,42,0.76695,33,0.36411,21,-0.2973,20,-0.3805,33,0.41724
ENSG00000117748,RPA2,41,-0.3279,36,-0.5482,40,-0.3852,28,-0.9292,35,-0.5778,52,0.03301,45,-0.2043,73,0.58862,51,-0.0081,80,0.83979
ENSG00000126698,DNAJC8,131,0.09840,108,-0.1996,127,0.05643,102,-0.2977,104,-0.2613,154,0.36309,131,0.09533,129,0.08113,111,-0.1619,128,0.06451
ENSG00000130770,ATP5IF1,367,-0.5792,646,0.30938,526,-0.0200,453,-0.2564,300,-0.8898,258,-1.1152,264,-1.0798,832,0.72615,849,0.76083,682,0.44828
ENSG00000180098,TRNAU1AP,10,-0.6159,13,-0.2172,15,0.07548,16,0.18202,15,0.07948,23,0.69823,11,-0.3743,18,0.31317,16,0.09938,12,-0.3523
ENSG00000120656,TAF12,9,-0.6171,10,-0.4528,19,0.54055,13,-0.0316,13,-0.0409,19,0.55961,14,0.11005,17,0.35029,16,0.25930,9,-0.7018
ENSG00000198492,YTHDF2,41,-0.7240,33,-1.0505,55,-0.2818,38,-0.8323,18,-1.9324,82,0.35169,125,1.05761,98,0.64249,82,0.34125,76,0.25180
ENSG00000116350,SRSF4,32,-0.2949,30,-0.3895,29,-0.4398,29,-0.4228,36,-0.0836,48,0.37777,46,0.31262,44,0.24162,46,0.28499,40,0.07422
ENSG00000116353,MECR,21,-0.6844,34,0.08022,25,-0.3970,31,-0.0671,22,-0.5894,32,-0.0181,33,0.04203,46,0.56788,39,0.27665,37,0.21821
ENSG00000162511,LAPTM5,101,1.26995,31,-0.6436,40,-0.2440,51,0.12199,116,1.51800,44,-0.1038,17,-1.5654,15,-1.6922,26,-0.8846,38,-0.3588
ENSG00000162512,SDC3,168,0.07728,126,-0.3710,130,-0.3221,159,-0.0083,165,0.04831,121,-0.4341,228,0.56897,154,-0.0578,129,-0.3374,190,0.30581
ENSG00000134644,PUM1,67,-0.7498,49,-1.2419,97,-0.1861,58,-0.9731,56,-1.0230,185,0.85235,242,1.32733,132,0.29411,104,-0.0808,107,-0.0372
ENSG00000060688,SNRNP40,43,1.74427,15,0.01196,11,-0.4515,11,-0.4515,11,-0.4308,20,0.42543,5,-1.7074,16,0.05435,17,0.17463,9,-0.8684
ENSG00000121766,ZCCHC17,95,-0.4180,78,-0.7144,133,0.11567,104,-0.2693,66,-0.9721,156,0.37626,162,0.43540,154,0.35730,100,-0.3361,156,0.41929
ENSG00000121769,FABP3,124,-0.2599,165,0.19714,153,0.07000,98,-0.6125,57,-1.4454,65,-1.2504,200,0.50857,256,0.91996,181,0.34618,154,0.09200
ENSG00000162517,PEF1,74,-0.0875,56,-0.5187,96,0.31879,60,-0.4183,43,-0.9224,54,-0.5753,67,-0.2634,133,0.85328,76,-0.0536,103,0.48647
ENSG00000084636,COL16A1,37,0.51729,16,-0.7349,31,0.23297,28,0.08389,35,0.40399,44,0.80387,22,-0.3215,21,-0.4027,18,-0.5999,21,-0.3861
ENSG00000121753,ADGRB2,119,-1.0214,297,0.40263,268,0.23333,173,-0.4566,98,-1.3211,167,-0.5052,247,0.10097,391,0.86036,219,-0.0834,283,0.36178
ENSG00000184007,PTP4A2,105,-0.6658,106,-0.6559,120,-0.4659,130,-0.3442,291,0.97035,436,1.69720,165,0.03741,118,-0.4927,107,-0.6404,99,-0.8159
ENSG00000121774,KHDRBS1,130,0.34335,84,-0.3502,71,-0.6053,82,-0.3885,73,-0.5720,85,-0.3263,113,0.11839,117,0.16384,114,0.13263,143,0.56702
ENSG00000025800,KPNA6,29,-0.8136,35,-0.4940,32,-0.6592,20,-1.3614,27,-0.9039,91,1.02562,78,0.75953,59,0.29891,43,-0.1836,61,0.40818
ENSG00000084652,TXLNA,18,-0.2820,11,-0.9770,35,0.72956,17,-0.3929,12,-0.8693,39,0.90813,37,0.83546,17,-0.4069,21,-0.0486,17,-0.4128
ENSG00000160050,CCDC28B,28,0.66993,23,0.39312,15,-0.2642,22,0.32440,22,0.29844,7,-1.3253,11,-0.6899,12,-0.6285,26,0.60240,16,-0.2256
ENSG00000084623,EIF3I,83,-0.3849,112,0.08796,99,-0.1074,82,-0.4117,65,-0.7514,115,0.12407,152,0.57470,115,0.12519,121,0.20946,112,0.09653
ENSG00000175130,MARCKSL1,106,-0.8189,87,-1.1114,106,-0.8228,301,0.84254,419,1.42615,497,1.74273,119,-0.6353,35,-2.4461,145,-0.3382,81,-1.3111
ENSG00000160058,BSDC1,34,-0.8453,42,-0.5265,64,0.11999,57,-0.0683,40,-0.6014,78,0.43304,72,0.31159,71,0.29526,76,0.40102,59,-0.0163
ENSG00000176261,ZBTB8OS,43,0.14230,33,-0.2727,47,0.28954,38,-0.0478,31,-0.3848,32,-0.3177,42,0.11433,48,0.31383,32,-0.3156,43,0.16110
ENSG00000162521,RBBP4,72,0.08793,61,-0.1852,35,-1.0199,64,-0.1025,56,-0.3044,95,0.52049,77,0.18070,75,0.14816,80,0.24006,69,0.01463
ENSG00000162522,KIAA1522,7,-1.3923,38,1.21279,27,0.67138,16,-0.1940,9,-1.0274,3,-2.4974,10,-0.8586,16,-0.2294,22,0.30921,25,0.60107
ENSG00000134684,YARS,64,-0.4449,86,0.01245,57,-0.6262,60,-0.5419,50,-0.8386,53,-0.7451,116,0.48281,148,0.89422,136,0.74898,86,0.00514
ENSG00000160097,FNDC5,11,-0.5622,16,-0.0231,21,0.34154,4,-1.9030,10,-0.7851,11,-0.6640,8,-1.0466,11,-0.5737,62,2.29035,14,-0.2586
ENSG00000121905,HPCA,109,-1.1503,274,0.27973,227,-0.0177,138,-0.7918,107,-1.1716,143,-0.7405,315,0.50546,305,0.45372,166,-0.5096,373,0.91133
ENSG00000121900,TMEM54,31,-0.4231,67,0.82354,29,-0.5180,52,0.41123,64,0.75214,38,-0.1074,36,-0.1811,41,0.00794,35,-0.2317,26,-0.7375
ENSG00000116514,RNF19B,25,0.41470,20,0.07001,11,-0.8649,18,-0.0777,16,-0.2429,17,-0.2156,19,-0.0223,24,0.33859,19,-0.0288,21,0.17354
ENSG00000004455,AK2,41,0.81430,12,-1.0566,16,-0.6268,23,-0.0776,35,0.57793,42,0.87053,13,-1.0062,16,-0.6490,31,0.37482,20,-0.3259
ENSG00000142920,AZIN2,2,-2.9832,19,-0.0979,29,0.62879,12,-0.7942,11,-0.8425,22,0.20238,24,0.30226,18,-0.1065,47,1.44858,16,-0.3502
ENSG00000160094,ZNF362,28,0.72181,14,-0.3927,12,-0.6267,19,0.09032,17,-0.0277,11,-0.7210,21,0.27949,13,-0.4572,24,0.48926,18,0.02918
ENSG00000134686,PHC2,74,0.28436,46,-0.4412,39,-0.6885,63,0.03770,44,-0.5156,76,0.32679,78,0.38726,73,0.27510,60,-0.0324,62,8.31555
ENSG00000163866,SMIM12,57,0.25461,45,-0.0993,50,0.03876,35,-0.5179,27,-0.9117,46,-0.0857,46,-0.0903,64,0.44024,64,0.44482,50,0.05798
ENSG00000116544,DLGAP3,44,-0.4333,89,0.67476,97,0.81392,49,-0.2639,45,-0.3989,20,-1.6045,38,-0.6712,48,-0.3147,42,-0.4989,86,0.69879
ENSG00000163867,ZMYM6,19,0.50745,7,-1.0285,9,-0.5653,13,-0.0315,15,0.16588,9,-0.6540,15,0.18473,15,0.16376,13,-0.0317,17,0.37627
ENSG00000116560,SFPQ,105,-0.1205,99,-0.2136,60,-0.9795,105,-0.1268,124,0.13653,144,0.37879,118,0.05092,114,-0.0004,129,0.19979,127,0.19086
ENSG00000146463,ZMYM4,58,0.88817,17,-1.0304,55,0.79262,21,-0.6954,43,0.40678,31,-0.1416,29,-0.2029,33,-0.0150,24,-0.5076,29,-0.2715
ENSG00000142687,KIAA0319L,33,-0.7074,42,-0.3521,38,-0.5205,24,-1.1997,44,-0.2617,68,0.40387,78,0.64602,60,0.21115,97,1.00622,47,-0.1947
ENSG00000020129,NCDN,323,-0.7146,409,-0.3538,462,-0.1632,267,-1.0070,170,-1.6787,243,-1.1463,311,-0.7753,879,0.88522,640,0.35737,965,1.22862
ENSG00000126067,PSMB2,85,-0.3596,89,-0.2822,61,-0.8653,67,-0.7205,58,-0.9268,116,0.13090,179,0.84655,160,0.65602,121,0.20363,119,0.18791
ENSG00000142686,C1orf216,42,-1.0039,106,0.45050,94,0.26625,43,-0.9367,30,-1.4889,73,-0.1421,91,0.20945,105,0.43369,68,-0.2571,114,0.64539
ENSG00000092847,AGO1,10,-1.2277,33,0.60020,17,-0.4038,18,-0.3501,18,-0.3766,40,0.93618,25,0.19029,15,-0.5982,18,-0.3364,27,0.29736
ENSG00000126070,AGO3,1,-3.2067,3,-1.9436,2,-2.2526,15,0.43664,23,1.17201,21,1.03579,21,0.99191,14,0.31610,9,-0.3300,7,-0.7064
ENSG00000116863,ADPRHL2,3,-2.8887,16,-0.3658,11,-0.8905,11,-0.8507,17,-0.2500,26,0.41562,34,0.83152,34,0.83006,38,1.04870,16,-0.4219
ENSG00000054116,TRAPPC3,42,-0.2773,43,-0.2423,60,0.30564,25,-1.0253,31,-0.7160,27,-0.9451,62,0.34094,54,0.13082,85,0.87858,59,0.30872
ENSG00000116871,MAP7D1,104,-0.9503,199,0.05345,204,0.09382,198,0.05067,133,-0.5777,170,-0.1928,141,-0.4850,209,0.13281,190,-0.0209,283,0.72064
ENSG00000054118,THRAP3,40,-0.1345,35,-0.3573,45,0.02192,40,-0.1422,34,-0.4234,87,1.12312,60,0.48871,42,-0.0590,28,-0.6815,37,-0.3182
ENSG00000196182,STK40,36,1.05742,22,0.23924,11,-0.7465,23,0.30751,10,-0.9795,32,0.88580,13,-0.5532,13,-0.5459,17,-0.1251,14,-0.4531
ENSG00000181817,LSM10,51,0.11565,36,-0.4178,70,0.60547,31,-0.6526,37,-0.3825,33,-0.5741,37,-0.3777,61,0.39823,67,0.54764,50,0.08849
ENSG00000116885,OSCP1,1,-3.7589,5,-1.7159,11,-0.7852,16,-0.1708,15,-0.2374,16,-0.2042,21,0.22643,33,0.97435,20,0.13661,30,0.95196
ENSG00000116898,MRPS15,38,-0.5354,83,0.70818,80,0.63365,48,-0.1857,47,-0.2266,26,-1.1066,48,-0.1703,64,0.27678,64,0.26877,47,-0.2267
ENSG00000163873,GRIK3,0,-5.3014,15,-0.6040,12,-0.8776,8,-1.4810,2,-3.5109,45,1.20536,112,3.09714,1,-4.5073,42,1.07892,1,-4.0156
ENSG00000163875,MEAF6,67,-0.4776,78,-0.2312,102,0.18335,80,-0.2036,35,-1.4389,96,0.08300,126,0.53251,114,0.36169,92,0.01978,104,0.24974
ENSG00000134697,GNL2,23,0.61551,8,-1.0592,8,-0.9469,11,-0.5708,13,-0.2618,8,-0.9240,25,0.76595,24,0.67746,19,0.29136,16,0.07488
ENSG00000116922,C1orf109,18,0.38167,5,-1.4604,13,-0.1922,4,-1.7691,5,-1.6104,13,-0.1220,14,0.00295,17,0.30312,20,0.57097,23,0.91007
ENSG00000183317,EPHA10,17,-0.1383,10,-0.9124,19,0.08088,8,-1.1749,7,-1.3727,1,-3.6557,18,-0.0345,20,0.13862,15,-0.3005,43,1.70385
ENSG00000185090,MANEAL,17,-0.9056,15,-1.1188,20,-0.6790,22,-0.4866,15,-1.0818,18,-0.8062,26,-0.2469,55,0.95423,77,1.53918,36,0.30574
ENSG00000196449,YRDC,17,0.03345,9,-0.9436,16,-0.1278,7,-1.3628,12,-0.5596,18,0.04072,25,0.61108,20,0.26595,26,0.67991,19,0.18550
ENSG00000197982,C1orf122,220,-0.0870,202,-0.2187,230,-0.0152,324,0.53811,418,0.96522,298,0.40230,138,-0.8044,192,-0.2990,200,-0.2372,166,-0.5677
ENSG00000183431,SF3A3,37,0.07482,33,-0.1330,33,-0.1331,28,-0.3588,23,-0.6894,42,0.26064,29,-0.3066,45,0.37471,37,0.05145,42,0.31335
ENSG00000183520,UTP11,21,-0.5854,26,-0.2671,32,0.02727,19,-0.7747,15,-1.1221,27,-0.2012,35,0.20779,39,0.34579,39,0.36286,44,0.65280
ENSG00000116954,RRAGC,39,-0.0298,30,-0.4449,23,-0.8563,24,-0.7789,33,-0.2841,29,-0.4634,45,0.21112,57,0.58231,61,0.70668,47,0.31978
ENSG00000174574,AKIRIN1,77,-0.3138,90,-0.0604,102,0.13152,55,-0.8170,43,-1.1856,97,0.04929,77,-0.3015,146,0.71838,88,-0.1027,128,0.57094
ENSG00000168653,NDUFS5,709,0.06908,710,0.07301,882,0.42280,638,-0.0980,568,-0.2805,479,-0.5435,474,-0.5602,714,0.08180,917,0.48543,686,0.02037
ENSG00000127603,MACF1,125,0.37824,80,-0.3312,79,-0.3493,70,-0.5500,111,0.17449,159,0.76632,128,0.40921,76,-0.4111,82,-0.2942,90,-0.1664
ENSG00000090621,PABPC4,66,0.24982,41,-0.5088,62,0.15189,48,-0.2567,75,0.44313,103,0.97166,62,0.13565,32,-0.8596,54,-0.0629,40,-0.5903
ENSG00000116983,HPCAL4,130,-1.4609,409,0.30417,455,0.47808,255,-0.4447,213,-0.7231,269,-0.3619,354,0.07155,365,0.12071,276,-0.3226,499,0.71912
ENSG00000084072,PPIE,31,0.12467,15,-0.9796,30,0.08271,34,0.28067,23,-0.3516,30,0.04867,36,0.33967,42,0.59978,36,0.34909,20,-0.6239
ENSG00000168389,MFSD2A,65,2.03410,3,-2.8211,7,-1.5940,21,0.07550,18,-0.1676,29,0.57295,12,-0.8016,13,-0.6666,5,-1.9854,24,0.33296
ENSG00000131236,CAP1,249,0.76773,103,-0.6421,125,-0.3344,101,-0.6612,112,-0.5138,187,0.29630,130,-0.2816,226,0.60979,120,-0.4066,178,0.24065
ENSG00000131238,PPT1,83,-0.3804,87,-0.3020,113,0.10344,56,-0.9659,95,-0.1664,83,-0.3851,97,-0.1400,116,0.14396,167,0.74144,133,0.41898
ENSG00000084073,ZMPSTE24,29,0.11867,15,-0.8813,14,-0.9552,20,-0.4149,27,0.05628,47,0.91802,40,0.65582,41,0.71765,13,-1.1171,23,-0.2521
ENSG00000049089,COL9A2,5,-1.8344,6,-1.4076,11,-0.6513,24,0.57591,38,1.32001,81,2.87946,11,-0.7091,2,-2.8128,2,-2.6737,3,-2.5727
ENSG00000084070,SMAP2,73,-0.7128,138,0.28940,107,-0.1164,78,-0.6021,40,-1.6197,86,-0.4575,186,0.78131,165,0.58477,132,0.21686,131,0.22994
ENSG00000117016,RIMS3,22,-1.3558,55,0.07434,79,0.64043,39,-0.4672,20,-1.4471,46,-0.2181,104,1.11992,53,-0.0117,66,0.34157,49,-0.1273
ENSG00000066136,NFYC,17,-0.7528,9,-1.7468,22,-0.3778,15,-1.0063,27,-0.0848,20,-0.5202,55,1.09151,33,0.23024,40,0.53321,37,0.48912
ENSG00000171793,CTPS1,2,-2.8939,8,-0.8075,10,-0.4261,9,-0.6138,6,-1.2595,9,-0.6631,15,0.19945,22,0.80104,21,0.70320,24,1.02360
ENSG00000127124,HIVEP3,4,-2.0585,21,0.37655,11,-0.6071,15,-0.1209,9,-0.8483,31,1.02869,25,0.66683,28,0.83687,21,0.33815,8,-1.1161
ENSG00000198815,FOXJ3,14,-1.8113,44,-0.1343,25,-0.9953,17,-1.5412,30,-0.7216,50,0.06294,89,1.01933,82,0.86114,39,-0.3280,69,0.66105
ENSG00000177181,RIMKLA,21,-0.6862,35,0.11268,39,0.28948,10,-1.7699,10,-1.7532,17,-0.9829,61,1.02027,34,0.05574,66,1.14166,34,0.04035
ENSG00000127125,PPCS,64,0.15747,49,-0.2490,53,-0.1499,65,0.17583,50,-0.2441,64,0.15072,48,-0.2900,74,0.39238,45,-0.3801,63,0.14374
ENSG00000171960,PPIH,27,0.90366,15,-0.0584,15,-0.0318,10,-0.6650,6,-1.2614,18,0.23475,9,-0.8139,21,0.46458,16,0.03109,16,0.10830
ENSG00000065978,YBX1,388,2.37525,49,-1.1501,87,-0.2565,108,0.08373,133,0.41744,131,0.38287,44,-1.2859,42,-1.3790,77,-0.4545,36,-1.6854
ENSG00000164008,C1orf50,17,-0.3634,32,0.59103,14,-0.6728,28,0.39633,19,-0.1978,26,0.29768,28,0.39381,24,0.15711,23,0.06863,14,-0.6962
ENSG00000177868,SVBP,61,0.66616,17,-1.3416,43,0.10546,63,0.71176,18,-1.2239,35,-0.2276,24,-0.7990,41,0.02184,70,0.90433,36,-0.1871
ENSG00000117394,SLC2A1,451,3.71091,15,-2.3560,49,-0.5889,39,-0.9238,43,-0.7971,67,-0.1169,21,-1.8513,25,-1.6110,31,-1.2883,25,-1.6863
ENSG00000117395,EBNA1BP2,64,-0.3664,90,0.17494,99,0.32720,65,-0.3256,44,-0.9278,55,-0.5835,55,-0.6010,129,0.76806,104,0.40979,90,0.20636
ENSG00000179178,TMEM125,0,-4.5403,1,-3.7531,1,-3.5123,14,0.20819,30,1.47261,87,4.00355,0,-4.2537,3,-1.9795,1,-3.2147,0,-6.5867
ENSG00000066322,ELOVL1,16,-0.9668,7,-2.2228,8,-1.8923,30,-0.0034,61,1.16189,186,3.62243,6,-2.2587,8,-1.9594,4,-2.9884,3,-3.3934
ENSG00000159479,MED8,27,0.39224,24,0.20009,28,0.41814,11,-1.0002,8,-1.4685,17,-0.3714,28,0.40512,25,0.25853,36,0.84678,15,-0.5395
ENSG00000178922,HYI,56,2.09014,11,-0.5824,16,-0.0650,26,0.71873,23,0.50863,16,-0.0698,5,-1.6905,4,-2.0286,14,-0.2501,6,-1.6267
ENSG00000142949,PTPRF,85,-0.6179,89,-0.5355,122,-0.0546,92,-0.4864,93,-0.4811,95,-0.4488,136,0.11639,226,0.95771,99,-0.3756,176,0.60595
ENSG00000066135,KDM4A,9,-0.5613,7,-0.8991,9,-0.5722,11,-0.3427,11,-0.3739,24,0.88809,12,-0.1624,19,0.51432,8,-0.7462,20,0.64935
ENSG00000126091,ST3GAL3,28,-0.4031,34,-0.0877,39,0.11369,31,-0.2229,20,-0.9237,24,-0.5998,37,0.06035,31,-0.2267,60,0.82095,46,0.44192
ENSG00000117408,IPO13,34,-0.8440,65,0.15309,61,0.05353,80,0.47982,61,0.05627,65,0.14765,68,0.20875,50,-0.2642,35,-0.7895,66,0.18512
ENSG00000117410,ATP6V0B,248,-0.9535,330,-0.5174,410,-0.1794,219,-1.1411,251,-0.9361,416,-0.1575,595,0.41746,816,0.94377,643,0.54267,563,0.36780
ENSG00000117411,B4GALT2,24,-1.4639,95,0.64210,86,0.46572,80,0.34770,63,-0.0253,55,-0.2507,59,-0.1243,53,-0.2946,61,-0.0692,64,0.00529
ENSG00000159214,CCDC24,7,-1.2011,16,-0.0155,14,-0.1980,17,0.11209,10,-0.7310,19,0.25936,17,0.06174,22,0.49261,20,0.37741,17,0.11552
ENSG00000178028,DMAP1,43,-0.1175,42,-0.1389,27,-0.7960,46,0.00190,40,-0.2337,37,-0.3271,79,0.87255,65,0.53759,53,0.20650,38,-0.3358
ENSG00000117419,ERI3,177,-0.1209,203,0.09025,207,0.12785,149,-0.3924,135,-0.5385,144,-0.4468,240,0.36004,274,0.57762,208,0.12995,185,-0.0643
ENSG00000187147,RNF220,60,-0.7441,77,-0.3621,101,0.04807,110,0.18218,71,-0.4945,142,0.60637,100,0.03033,110,0.19186,146,0.65434,79,-0.3747
ENSG00000126106,TMEM53,6,-1.3336,5,-1.5746,15,0.12323,15,0.14978,17,0.25891,3,-2.3779,9,-0.6371,14,-0.0493,22,0.69316,25,1.06792
ENSG00000142937,RPS8,2651,1.52381,746,-0.5760,776,-0.5143,1126,0.06819,1718,0.75841,1305,0.30469,529,-1.1000,639,-0.8127,752,-0.5640,813,-0.4843
ENSG00000070785,EIF2B3,12,-1.0918,22,-0.1776,23,-0.1393,21,-0.2779,20,-0.3761,23,-0.1146,20,-0.3867,46,0.99871,30,0.27849,29,0.28161
ENSG00000126107,HECTD3,14,-0.3476,14,-0.3722,19,0.09848,9,-1.0391,8,-1.2373,24,0.50795,51,1.80904,14,-0.3466,13,-0.4030,14,-0.3967
ENSG00000126088,UROD,59,-0.2993,79,0.17600,66,-0.1081,58,-0.3227,54,-0.4335,84,0.27167,85,0.28448,92,0.42159,81,0.21272,61,-0.2526
ENSG00000117450,PRDX1,391,0.55035,248,-0.1807,228,-0.3113,234,-0.2724,361,0.41793,352,0.37530,283,0.02614,237,-0.2495,255,-0.1365,236,-0.2868
ENSG00000117448,AKR1A1,66,0.45048,32,-0.6706,36,-0.5148,51,0.03702,41,-0.3135,45,-0.1640,54,0.11911,74,0.62025,50,-0.0056,51,0.02110
ENSG00000132780,NASP,24,-0.0505,18,-0.5200,15,-0.7780,20,-0.3598,34,0.51338,58,1.41081,19,-0.3822,22,-0.2249,17,-0.5404,23,-0.1176
ENSG00000159592,GPBP1L1,47,1.09645,13,-0.9065,12,-0.9745,21,-0.1846,27,0.16856,30,0.34718,24,0.03740,23,-0.0358,23,-0.0739,21,-0.2084
ENSG00000159596,TMEM69,17,0.33036,16,0.23019,8,-0.8769,9,-0.7030,11,-0.3994,9,-0.5801,14,0.08085,8,-0.7140,19,0.51532,20,0.67945
ENSG00000086015,MAST2,18,-0.4614,25,0.05794,10,-1.3400,28,0.21024,28,0.19494,30,0.34263,21,-0.2060,31,0.38855,41,0.84524,18,-0.5316
ENSG00000117461,PIK3R3,21,0.60465,10,-0.5922,8,-0.8486,13,-0.1376,11,-0.4157,7,-1.0168,5,-1.4467,14,-0.0930,44,1.90077,13,-0.2218
ENSG00000085998,POMGNT1,50,0.02736,35,-0.5141,53,0.12184,49,-0.0108,39,-0.3572,54,0.14810,40,-0.3311,66,0.47611,56,0.22112,49,-0.0047
ENSG00000132128,LRRC41,26,-0.9573,18,-1.5386,47,-0.0670,26,-1.0053,29,-0.7894,42,-0.2490,55,0.15805,58,0.26787,71,0.58500,85,1.03286
ENSG00000173660,UQCRH,436,-0.4230,600,0.08026,592,0.05850,487,-0.2499,369,-0.6784,422,-0.4738,448,-0.3805,709,0.34770,899,0.73984,659,0.25661
ENSG00000117480,FAAH,10,-1.5296,21,-0.4791,22,-0.3935,12,-1.2583,32,0.19428,40,0.56541,15,-0.9166,48,0.84089,28,-0.0143,41,0.69700
ENSG00000079277,MKNK1,10,-0.9209,13,-0.5435,11,-0.7481,8,-1.2305,18,-0.0603,19,0.03190,24,0.39654,24,0.41325,15,-0.3319,31,0.95346
ENSG00000123472,ATPAF1,95,-0.3481,124,0.06757,128,0.11761,128,0.11715,115,-0.0536,135,0.20087,97,-0.3186,126,0.09340,164,0.51357,98,-0.3319
ENSG00000159658,EFCAB14,114,1.43463,16,-1.6803,22,-1.2195,49,0.02023,68,0.54723,98,1.15632,35,-0.5168,26,-0.9225,32,-0.6428,37,-0.4692
