Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000188130,MAPK12,23,-0.7651,20,-0.9945,35,-0.1541,48,0.37980,29,-0.4203,25,-0.6542,55,0.60348,52,0.49147,33,-0.1976,50,0.50525
ENSG00000185386,MAPK11,0,-6.6713,8,-2.2948,31,-0.2866,72,1.10183,46,0.38622,31,-0.2455,7,-2.4133,29,-0.3673,36,-0.0038,73,1.32387
ENSG00000196576,PLXNB2,160,2.10338,32,-0.5918,36,-0.4501,45,-0.0841,49,0.05419,94,1.13109,23,-1.0549,42,-0.1934,2,-4.4163,23,-1.1360
ENSG00000205593,DENND6B,1,-4.5041,17,-1.2178,36,-0.1149,37,-0.0358,19,-1.0402,61,0.74530,34,-0.1791,50,0.43449,29,-0.4249,69,1.09486
ENSG00000100239,PPP6R2,24,-1.2960,25,-1.2505,54,-0.0879,81,0.54902,71,0.33450,47,-0.3172,64,0.16588,64,0.16667,55,-0.0515,74,0.45446
ENSG00000100241,SBF1,62,-0.6407,109,0.22325,112,0.30829,103,0.13125,102,0.12423,103,0.13899,85,-0.1644,87,-0.1313,79,-0.2667,89,-0.1044
ENSG00000100258,LMF2,79,1.41431,30,-0.1617,23,-0.6234,24,-0.4966,28,-0.2601,26,-0.4009,15,-1.2154,60,0.93660,15,-1.2256,39,0.28641
ENSG00000025770,NCAPH2,36,0.40679,31,0.18234,21,-0.4756,28,0.02129,42,0.63915,13,-1.1174,61,1.27662,30,0.13227,3,-3.1947,24,-0.2549
ENSG00000100288,CHKB,22,-0.1801,21,-0.1877,22,-0.1926,19,-0.3445,31,0.39134,22,-0.1392,25,0.06531,22,-0.1823,10,-1.3274,38,0.79245
ENSG00000008735,MAPK8IP2,66,-2.1092,116,-1.2692,263,-0.0180,300,0.18850,422,0.74150,191,-0.5162,297,0.17479,274,0.04640,420,0.73448,291,0.15606
ENSG00000100299,ARSA,0,-5.9201,27,0.38844,19,-0.1795,36,0.83126,21,-0.0229,17,-0.3754,16,-0.4203,29,0.45979,1,-4.1235,36,0.92543
ENSG00000251322,SHANK3,121,1.40014,18,-1.5590,58,0.20624,29,-0.8599,59,0.19732,65,0.35292,64,0.32762,29,-0.8715,58,0.18097,31,-0.8512
ENSG00000079974,RABL2B,0,-6.2360,17,-0.7157,19,-0.6017,23,-0.2101,31,0.24000,30,0.15707,49,0.97899,61,1.35771,19,-0.5568,27,0.02343
ENSG00000182378,PLCXD1,0,-5.0422,11,-0.0384,19,0.90735,11,-0.0426,16,0.52334,10,-0.2154,5,-1.1056,9,-0.3248,0,-6.8930,18,0.84938
ENSG00000178605,GTPBP6,4,-2.7973,43,0.67195,29,0.05227,21,-0.4825,22,-0.3707,37,0.42608,17,-0.7356,56,1.11127,13,-1.1127,33,0.29396
ENSG00000169100,SLC25A6,452,1.00719,128,-0.9835,217,-0.1945,261,0.11169,214,-0.2002,238,-0.0344,229,-0.0960,195,-0.3471,307,0.36622,232,-0.0864
ENSG00000169093,ASMTL,3,-3.6921,39,-0.2376,46,0.00780,44,-0.0539,79,0.88066,76,0.82114,42,-0.1178,39,-0.2412,47,0.05621,43,-0.1067
ENSG00000197976,AKAP17A,39,1.00927,26,0.35511,16,-0.4134,19,-0.1332,17,-0.2899,34,0.78672,6,-1.7983,30,0.56968,9,-1.2806,19,-0.1938
ENSG00000214717,ZBED1,0,-5.4852,30,1.05164,18,0.20923,8,-1.0053,14,-0.1711,33,1.17423,23,0.59017,11,-0.5991,9,-0.8327,13,-0.3236
ENSG00000002586,CD99,535,3.43837,145,0.77720,48,-1.0282,12,-3.0127,20,-2.2356,130,0.59685,21,-2.1336,48,-0.9370,37,-1.3200,15,-2.8039
ENSG00000146938,NLGN4X,0,-7.2956,13,-2.1706,51,-0.1571,51,-0.1566,39,-0.5704,65,0.23847,43,-0.4113,78,0.52674,112,1.12640,85,0.75385
ENSG00000101846,STS,6,-2.4765,2,-3.8272,36,0.05835,45,0.40245,29,-0.2928,32,-0.1158,31,-0.1736,57,0.78602,15,-1.2192,64,1.12538
ENSG00000011201,ANOS1,0,-6.2649,2,-3.4437,24,-0.2039,33,0.27601,1,-4.0816,95,2.15022,18,-0.6630,67,1.47655,7,-2.0817,28,0.06831
ENSG00000146950,SHROOM2,24,-0.2898,5,-2.6489,22,-0.4873,30,0.02592,23,-0.3916,26,-0.1764,51,0.87399,42,0.56581,34,0.21806,37,0.41580
ENSG00000073464,CLCN4,7,-4.2860,81,-0.6841,91,-0.5570,152,0.29660,202,0.75993,101,-0.3510,93,-0.4772,198,0.72297,190,0.65155,155,0.36676
ENSG00000004961,HCCS,18,-0.0986,2,-2.9093,16,-0.2994,9,-1.0781,32,0.82095,22,0.23040,14,-0.4332,22,0.22091,24,0.33492,27,0.59669
ENSG00000047648,ARHGAP6,0,-5.7370,4,-2.3567,9,-1.1145,20,0.05841,47,1.51527,13,-0.5499,15,-0.3460,10,-0.8688,22,0.27988,38,1.31019
ENSG00000005302,MSL3,18,-1.0972,21,-0.8620,36,-0.0232,89,1.44349,41,0.16711,14,-1.4505,15,-1.3534,42,0.20531,32,-0.2053,49,0.51114
ENSG00000169933,FRMPD4,0,-7.0571,0,-9.2805,36,-0.4584,72,0.64969,50,0.07776,25,-0.9609,47,-0.0041,46,-0.0682,103,1.26614,78,0.90746
ENSG00000101911,PRPS2,0,-5.4403,18,0.28417,10,-0.6121,9,-0.7664,28,0.98316,15,-0.0572,23,0.65266,14,-0.0806,13,-0.2821,21,0.54058
ENSG00000205542,TMSB4X,4965,1.31090,4462,1.12437,1480,-0.6984,1359,-0.7766,2121,-0.0910,1709,-0.4265,2024,-0.1643,1711,-0.4242,1829,-0.3217,1917,-0.2712
ENSG00000123595,RAB9A,0,-5.5574,37,1.31336,15,-0.1572,6,-1.5435,22,0.43262,41,1.47488,24,0.55760,1,-3.2252,19,0.18754,10,-0.8640
ENSG00000196459,TRAPPC2,3,-3.2625,7,-2.1060,32,0.10531,52,0.85526,23,-0.4115,22,-0.4882,22,-0.4993,31,0.02414,27,-0.2022,57,1.15765
ENSG00000046651,OFD1,45,1.65295,32,1.07463,19,0.25227,14,-0.2101,19,0.22134,1,-3.2144,8,-1.0908,20,0.30544,0,-7.4126,10,-0.7891
ENSG00000046653,GPM6B,59,-3.8114,1870,1.46914,689,-0.1999,407,-0.9890,459,-0.8073,1494,1.07408,686,-0.1903,632,-0.3177,996,0.40015,658,-0.2793
ENSG00000101958,GLRA2,0,-5.9175,0,-8.1377,11,-1.0181,22,0.04235,27,0.39010,11,-1.0402,56,1.59282,27,0.33932,10,-1.0775,41,1.19619
ENSG00000182287,AP1S2,5,-4.1803,45,-1.1562,64,-0.6650,19,-2.3745,22,-2.2206,138,0.58530,421,2.66352,187,1.09773,93,-0.0394,44,-1.2450
ENSG00000169895,SYAP1,77,1.07803,36,-0.1723,31,-0.4433,24,-0.7521,15,-1.4708,39,-0.0404,54,0.48942,47,0.25125,47,0.24433,39,-0.0290
ENSG00000102054,RBBP7,98,0.54849,44,-0.7228,50,-0.5683,34,-1.0835,36,-1.0212,94,0.48159,66,-0.0973,44,-0.7180,162,1.39587,80,0.24134
ENSG00000169891,REPS2,0,-7.4595,44,-0.6248,45,-0.6377,84,0.36132,43,-0.6638,47,-0.5433,109,0.78549,99,0.63661,91,0.50011,96,0.65203
ENSG00000008086,CDKL5,16,-2.4226,16,-2.3681,77,-0.0762,116,0.59487,143,0.94231,52,-0.6556,48,-0.7882,82,0.03998,61,-0.4195,137,0.98391
ENSG00000131828,PDHA1,14,-2.1770,53,-0.2387,49,-0.3698,54,-0.2101,48,-0.3865,64,0.07463,54,-0.1869,92,0.65122,99,0.76881,80,0.46609
ENSG00000147010,SH3KBP1,9,-2.4085,56,0.25506,35,-0.5299,40,-0.2826,23,-1.0901,80,0.83731,68,0.57586,67,0.54961,65,0.50334,46,-0.0438
ENSG00000184368,MAP7D2,13,-3.4008,4,-4.8458,121,-0.1040,216,0.84490,136,0.09760,68,-0.9654,197,0.69186,204,0.75042,44,-1.6183,207,0.87575
ENSG00000173674,EIF1AX,0,-7.2993,101,-0.2970,104,-0.2712,163,0.45639,129,0.08316,87,-0.5266,185,0.66205,129,0.08392,182,0.63084,142,0.25996
ENSG00000177189,RPS6KA3,23,-0.4239,10,-1.6209,31,0.02024,36,0.25126,17,-0.9014,24,-0.3840,31,0.02736,22,-0.5038,51,0.80473,46,0.72114
ENSG00000149970,CNKSR2,10,-4.0158,21,-3.0266,117,-0.5401,198,0.31792,140,-0.2288,115,-0.5312,109,-0.6114,150,-0.1239,427,1.62718,270,0.93846
ENSG00000012174,MBTPS2,0,-5.7471,18,-0.0431,18,-0.0658,21,0.12470,12,-0.7010,29,0.66017,23,0.28320,32,0.81325,0,-7.5958,29,0.73882
ENSG00000102172,SMS,0,-7.5410,16,-2.1535,81,0.34330,97,0.59623,66,-0.0163,74,0.17100,50,-0.4514,84,0.37337,72,0.11323,90,0.52721
ENSG00000123131,PRDX4,69,1.59388,49,1.00391,15,-0.8579,8,-1.6760,13,-1.0770,41,0.71413,44,0.84125,25,-0.0495,18,-0.5315,8,-1.8559
ENSG00000123130,ACOT9,0,-5.6224,3,-2.3967,12,-0.6052,12,-0.5768,4,-2.0580,35,1.15401,24,0.52683,55,1.94095,13,-0.4504,19,0.14392
ENSG00000130066,SAT1,1296,3.75482,67,-1.6257,92,-1.2312,41,-2.3335,106,-0.9337,265,0.48274,87,-1.2392,118,-0.7738,100,-1.0327,42,-2.4250
ENSG00000184831,APOO,0,-7.1831,15,-1.8242,39,-0.4622,39,-0.4359,34,-0.6713,61,0.24327,111,1.24953,63,0.30144,122,1.40952,50,-0.0655
ENSG00000130741,EIF2S3,135,0.95979,80,0.10397,62,-0.3120,65,-0.2044,82,0.15205,57,-0.4032,113,0.66347,68,-0.1401,59,-0.3503,55,-0.4965
ENSG00000005889,ZFX,0,-5.6280,16,-0.1534,18,0.10435,5,-1.8078,37,1.24283,12,-0.5202,32,0.96219,28,0.76752,16,-0.1291,13,-0.5193
ENSG00000067992,PDK3,45,-0.4237,5,-3.6986,48,-0.3576,69,0.21826,58,-0.0555,52,-0.2195,65,0.12347,61,0.04000,62,0.05545,102,0.98902
ENSG00000102230,PCYT1B,0,-6.1937,16,-0.7374,18,-0.5989,27,0.04575,19,-0.4453,37,0.56660,26,-0.0082,38,0.61892,15,-0.7953,48,1.15541
ENSG00000004848,ARX,0,-6.0096,2,-3.2671,18,-0.3878,3,-3.0020,13,-0.8190,26,0.20618,101,2.64479,86,2.30150,0,-7.8590,4,-2.7344
ENSG00000198947,DMD,143,2.32953,56,0.62406,18,-1.1444,17,-1.1553,55,0.59251,66,0.91526,4,-3.1118,3,-3.4359,14,-1.5027,28,-0.4911
ENSG00000147027,TMEM47,109,0.36196,20,-2.2041,64,-0.5183,16,-2.4744,21,-2.1433,306,2.18668,116,0.46511,51,-0.8141,150,0.88868,62,-0.5552
ENSG00000130962,PRRG1,4,-2.1657,120,3.85308,10,-0.8464,15,-0.2005,2,-2.7906,3,-2.4402,6,-1.6233,10,-0.8671,0,-7.4587,14,-0.3845
ENSG00000047597,XK,0,-5.8321,4,-2.4369,16,-0.4057,28,0.52718,10,-0.9985,14,-0.5590,41,1.14309,23,0.21441,0,-6.6711,45,1.55250
ENSG00000165169,DYNLT3,28,-1.6960,22,-2.0535,74,-0.2537,133,0.70378,20,-2.1484,52,-0.7750,142,0.81523,129,0.65616,34,-1.3919,160,1.17719
ENSG00000156298,TSPAN7,120,-2.8549,103,-3.0736,516,-0.7471,986,0.31632,774,-0.0665,1119,0.52070,956,0.26693,929,0.22127,1453,0.95482,1111,0.57267
ENSG00000165175,MID1IP1,37,-1.2517,366,2.61132,61,-0.5557,80,-0.0965,94,0.15230,61,-0.5186,76,-0.1820,125,0.61720,0,-9.7318,30,-1.6512
ENSG00000182220,ATP6AP2,159,-0.5883,140,-0.7791,155,-0.6751,155,-0.6276,271,0.24371,277,0.27708,224,-0.0627,239,0.04563,343,0.62374,336,0.66423
ENSG00000180182,MED14,0,-5.7044,19,0.08842,13,-0.5675,14,-0.4236,27,0.57852,11,-0.8040,41,1.32218,45,1.45421,0,-7.4491,19,0.07055
ENSG00000124486,USP9X,99,0.11393,49,-0.9515,70,-0.4573,104,0.18600,85,-0.1346,112,0.30562,87,-0.0851,99,0.10552,130,0.54671,101,0.15303
ENSG00000215301,DDX3X,208,0.94908,131,0.19218,79,-0.6432,111,-0.0594,76,-0.6513,149,0.39985,126,0.13273,179,0.70042,49,-1.3156,102,-0.2211
ENSG00000147044,CASK,17,-1.1508,32,-0.1760,27,-0.4661,24,-0.6439,26,-0.5080,35,-0.0512,49,0.49035,36,0.02327,35,-0.0452,62,0.99646
ENSG00000189221,MAOA,71,1.17415,3,-3.3808,25,-0.5499,32,-0.1297,42,0.30620,91,1.61365,39,0.19152,32,-0.1167,20,-0.8458,18,-1.0884
ENSG00000069535,MAOB,0,-7.1645,48,-0.1054,35,-0.6103,71,0.52505,71,0.52500,79,0.68936,66,0.39790,44,-0.2257,44,-0.2323,60,0.28068
ENSG00000069509,FUNDC1,0,-6.7174,19,-0.9914,28,-0.4878,51,0.49943,25,-0.6193,82,1.27745,41,0.15174,24,-0.6886,37,-0.0341,57,0.76454
ENSG00000147121,KRBOX4,0,-5.8395,13,-0.6627,8,-1.4439,19,-0.1113,20,-0.0384,13,-0.6710,1,-3.9444,87,2.56961,34,0.80899,20,0.02306
ENSG00000065923,SLC9A7,9,-3.3709,4,-4.2523,58,-0.6594,114,0.43949,104,0.28940,78,-0.1630,115,0.45676,183,1.23294,115,0.44545,100,0.25016
ENSG00000147123,NDUFB11,127,0.35747,130,0.39926,77,-0.4528,47,-1.1786,61,-0.7856,150,0.62911,190,1.02435,82,-0.3306,142,0.53725,66,-0.7071
ENSG00000182872,RBM10,66,0.60607,55,0.31718,34,-0.4643,18,-1.3445,27,-0.7765,75,0.81321,43,-0.0760,59,0.43185,38,-0.2803,46,0.02548
ENSG00000130985,UBA1,149,-0.4542,127,-0.7003,158,-0.3948,226,0.19591,171,-0.2419,219,0.14925,293,0.61850,220,0.15214,173,-0.2183,250,0.39978
ENSG00000102225,CDK16,0,-7.8320,66,-0.3407,89,0.15467,72,-0.2005,88,0.11240,68,-0.2958,110,0.47189,92,0.18506,103,0.37044,102,0.39292
ENSG00000102226,USP11,38,-2.8849,95,-1.5551,167,-0.7643,301,0.20402,303,0.21345,192,-0.4990,526,1.12264,342,0.40620,351,0.44949,348,0.48517
ENSG00000008056,SYN1,105,-2.6325,59,-3.4586,573,-0.0964,1210,1.13504,670,0.16047,485,-0.3469,626,0.05154,636,0.07791,466,-0.4079,933,0.78733
ENSG00000102265,TIMP1,666,5.54367,21,-1.7311,15,-2.3322,5,-3.7534,21,-1.7828,36,-0.9542,9,-3.0336,16,-2.1171,4,-4.2036,5,-4.0044
ENSG00000126767,ELK1,28,-1.2720,8,-3.0691,55,-0.2803,49,-0.4399,36,-0.8941,78,0.28225,39,-0.7739,46,-0.5428,166,1.57005,110,0.96548
ENSG00000126756,UXT,119,1.80082,108,1.61736,30,-0.5102,12,-1.7954,31,-0.4265,63,0.69093,16,-1.4301,28,-0.5609,30,-0.4572,12,-1.9693
ENSG00000068438,FTSJ1,13,-0.6530,13,-0.7062,12,-0.8573,12,-0.8208,20,-0.0672,13,-0.6549,33,0.74325,29,0.52839,48,1.39000,21,0.02782
ENSG00000102312,PORCN,0,-6.3385,14,-1.0304,26,-0.1600,39,0.46175,20,-0.5760,17,-0.8120,45,0.71697,24,-0.2689,22,-0.4240,56,1.25334
ENSG00000147155,EBP,11,-0.9827,20,-0.1052,10,-1.2040,27,0.37474,53,1.52025,23,0.13267,18,-0.2294,16,-0.4360,10,-1.1358,28,0.50146
ENSG00000068354,TBC1D25,22,-0.3604,19,-0.5312,21,-0.4326,47,0.87153,50,0.96222,11,-1.3145,4,-2.6055,17,-0.7017,37,0.47654,39,0.63799
ENSG00000102317,RBM3,87,0.26556,37,-1.0270,51,-0.6138,78,0.09671,72,-0.0298,97,0.44712,69,-0.1022,105,0.56630,46,-0.7202,94,0.44112
ENSG00000101940,WDR13,21,-2.0955,72,-0.2524,101,0.31402,89,0.08937,127,0.65636,85,0.01940,54,-0.6985,75,-0.1751,88,0.06046,100,0.29570
ENSG00000094631,HDAC6,0,-5.6410,28,0.76192,13,-0.5448,15,-0.1939,22,0.36690,25,0.53208,43,1.46728,27,0.66409,0,-7.4906,13,-0.5251
ENSG00000102109,PCSK1N,101,-2.3586,190,-1.4276,531,0.15878,298,-0.7516,274,-0.8767,661,0.49579,610,0.36572,590,0.31177,970,1.13705,531,0.15831
ENSG00000102103,PQBP1,0,-6.6999,40,0.10782,34,-0.1692,53,0.56571,41,0.17555,39,0.08758,39,0.06655,50,0.48739,18,-1.0922,49,0.48110
ENSG00000126768,TIMM17B,57,-0.0920,59,-0.0244,48,-0.3806,23,-1.4746,29,-1.0986,55,-0.1397,79,0.42140,80,0.45364,104,0.87956,71,0.27682
ENSG00000102100,SLC35A2,0,-5.5149,16,0.01344,17,0.14029,22,0.49243,13,-0.2781,16,0.00323,10,-0.7031,15,-0.0740,2,-2.7626,31,1.24188
ENSG00000102096,PIM2,0,-5.4548,2,-2.5870,16,0.05376,8,-0.9362,1,-3.5323,11,-0.5130,6,-1.3750,1,-3.8716,50,2.00590,37,1.68011
ENSG00000068308,OTUD5,28,-1.1491,39,-0.6539,42,-0.5655,73,0.33813,64,0.12638,56,-0.0733,80,0.48926,61,0.04897,57,-0.0661,83,0.61948
ENSG00000068400,GRIPAP1,0,-7.6960,31,-1.3229,61,-0.3289,128,0.87335,99,0.45739,67,-0.1729,81,0.13270,116,0.70833,73,-0.0360,88,0.29820
ENSG00000068323,TFE3,77,1.18883,27,-0.4826,44,0.28504,26,-0.5618,21,-0.9016,20,-0.9387,20,-0.9142,70,1.01775,14,-1.5052,42,0.22161
ENSG00000243279,PRAF2,39,-0.8427,69,0.03781,50,-0.5156,66,-0.0311,51,-0.4314,61,-0.1533,45,-0.6198,96,0.56100,82,0.30878,101,0.72101
ENSG00000196998,WDR45,29,-0.0716,30,0.00900,28,-0.1093,31,0.05340,28,-0.1288,26,-0.2167,18,-0.7269,39,0.43752,25,-0.2929,39,0.44405
ENSG00000068394,GPKOW,20,0.24174,32,0.95183,9,-1.1238,8,-1.1268,14,-0.2851,30,0.84705,27,0.66484,18,0.04214,11,-0.6345,16,-0.1522
ENSG00000102003,SYP,96,-2.9721,84,-3.1642,521,-0.5042,828,0.25872,811,0.22584,548,-0.3878,789,0.18339,1022,0.60051,920,0.42833,1148,0.90196
ENSG00000049769,PPP1R3F,3,-3.0412,18,-0.5884,21,-0.3992,40,0.64227,17,-0.6619,30,0.20370,34,0.37909,36,0.48146,28,0.07440,35,0.50683
ENSG00000273820,USP27X,0,-6.5197,16,-1.0738,26,-0.3583,52,0.73759,34,0.07871,47,0.58276,40,0.31998,48,0.62285,21,-0.6513,40,0.35912
ENSG00000122824,NUDT10,0,-5.7804,1,-3.5940,11,-0.8768,24,0.35308,26,0.43086,20,0.02247,31,0.73950,4,-2.3053,33,0.83720,36,1.13618
ENSG00000196368,NUDT11,0,-7.0465,2,-4.3680,31,-0.6707,73,0.70206,41,-0.2368,48,0.01042,35,-0.4592,29,-0.7339,69,0.61401,103,1.51047
ENSG00000189369,GSPT2,0,-5.9458,3,-2.7243,19,-0.2077,21,-0.0260,19,-0.2401,23,0.10237,28,0.38827,60,1.69894,13,-0.7424,27,0.40382
ENSG00000179222,MAGED1,113,-1.3170,64,-2.1512,155,-0.9005,286,0.10268,378,0.55165,300,0.18067,435,0.78396,338,0.37149,267,-0.0065,361,0.53335
ENSG00000184194,GPR173,0,-5.7612,17,-0.1583,14,-0.5471,17,-0.2130,25,0.44866,26,0.47830,12,-0.6399,24,0.34396,33,0.88228,24,0.36667
ENSG00000184205,TSPYL2,0,-8.0758,31,-2.2337,107,-0.4275,151,0.14722,134,-0.0397,96,-0.5536,193,0.54155,198,0.58144,242,0.91939,195,0.63426
ENSG00000232593,KANTR,0,-5.6759,20,0.14911,10,-0.8703,22,0.33122,17,-0.1260,12,-0.6323,33,0.98162,33,0.95440,9,-0.9877,25,0.55659
ENSG00000126012,KDM5C,36,-0.5063,16,-1.6620,38,-0.4436,87,0.89369,58,0.23138,41,-0.2994,85,0.84378,88,0.90599,2,-4.4129,55,0.17240
ENSG00000124313,IQSEC2,62,-0.9027,5,-4.5449,86,-0.4498,120,0.09831,117,0.06508,104,-0.1258,112,-0.0029,132,0.25710,167,0.63288,179,0.84915
ENSG00000072501,SMC1A,76,2.09230,48,1.24927,9,-1.4788,24,0.09193,30,0.47918,28,0.35676,21,-0.0853,3,-2.7547,0,-7.8223,10,-1.2355
ENSG00000072506,HSD17B10,63,1.18032,31,0.04090,15,-1.1258,16,-1.0002,17,-0.9138,54,0.91518,88,1.76656,30,-0.0467,14,-1.1342,12,-1.4790
ENSG00000086758,HUWE1,78,-0.2758,91,-0.0311,78,-0.2975,109,0.25407,81,-0.1996,100,0.11418,116,0.35950,101,0.13597,62,-0.6083,109,0.28754
ENSG00000184083,FAM120C,0,-5.5025,26,0.78135,15,-0.0436,4,-2.0332,9,-0.7876,30,1.00345,28,0.92577,13,-0.2741,12,-0.4419,19,0.27214
ENSG00000158526,TSR2,87,0.32877,97,0.50909,51,-0.5579,51,-0.4913,99,0.53868,96,0.48907,72,0.02292,48,-0.5862,71,-0.0005,63,-0.2049
ENSG00000102302,FGD1,0,-5.5283,0,-7.7523,20,0.37476,21,0.41912,21,0.42197,8,-1.0114,14,-0.2698,21,0.44069,4,-2.1199,33,1.30772
ENSG00000102316,MAGED2,340,1.49870,82,-0.8093,89,-0.7386,105,-0.4282,137,-0.0156,182,0.43172,149,0.11781,273,1.11184,55,-1.3925,80,-0.9005
ENSG00000067445,TRO,50,-0.3896,23,-1.5511,47,-0.5145,119,0.99659,110,0.86584,27,-1.2939,55,-0.2456,72,0.16860,41,-0.7109,91,0.61315
ENSG00000256045,MTRNR2L10,27,-1.7213,80,-0.1015,197,1.64512,115,0.48162,89,0.07890,56,-0.6283,89,0.07213,34,-1.3815,62,-0.4877,37,-1.3529
ENSG00000187601,MAGEH1,12,-3.1292,101,-0.0011,70,-0.6133,93,-0.1281,89,-0.1856,111,0.14947,113,0.17578,190,1.03036,129,0.39531,116,0.24767
ENSG00000083750,RRAGB,0,-5.6738,15,-0.2337,14,-0.4337,6,-1.6989,21,0.25632,30,0.83699,11,-0.7040,7,-1.4397,62,2.10193,18,-0.0006
ENSG00000188021,UBQLN2,0,-8.4494,88,-1.2449,146,-0.5261,215,0.11468,381,1.04754,180,-0.1676,207,0.05469,175,-0.2134,204,0.03074,330,0.91776
ENSG00000204272,NBDY,141,1.10281,52,-0.5015,44,-0.8033,45,-0.7301,82,0.21340,64,-0.1710,54,-0.4505,35,-1.0925,86,0.27823,108,0.72856
ENSG00000204271,SPIN3,0,-5.5173,13,-0.3633,12,-0.4576,42,1.57950,7,-1.2280,16,0.03052,6,-1.4866,19,0.29373,22,0.48789,22,0.53076
ENSG00000186787,SPIN2B,0,-5.8339,20,0.02005,19,-0.0898,21,0.05460,23,0.20756,12,-0.7996,28,0.52167,64,1.96245,3,-2.6249,16,-0.3785
ENSG00000235437,LINC01278,0,-5.3657,10,-0.4814,17,0.29615,14,-0.0349,22,0.67106,28,1.08681,10,-0.4895,29,1.14761,0,-7.2159,12,-0.2891
ENSG00000131089,ARHGEF9,16,-3.2723,24,-2.6817,101,-0.5970,153,0.09410,218,0.65569,123,-0.2525,170,0.25975,160,0.15926,263,0.97084,203,0.60904
ENSG00000001497,LAS1L,0,-5.8317,30,0.61026,16,-0.3697,18,-0.1862,31,0.69323,25,0.33783,28,0.49415,11,-0.9555,10,-0.9782,29,0.61839
ENSG00000147065,MSN,251,3.69414,70,0.97723,21,-0.9476,6,-2.6270,8,-2.3596,31,-0.3128,10,-2.0220,31,-0.3141,0,-8.5951,5,-3.0680
ENSG00000089472,HEPH,0,-5.3562,14,-0.0406,10,-0.6432,3,-2.3002,13,-0.1699,90,3.52491,9,-0.7095,8,-0.8005,4,-1.7450,6,-1.4064
ENSG00000079482,OPHN1,0,-5.5382,11,-0.6107,10,-0.7122,11,-0.6435,28,0.88358,25,0.64253,9,-0.8382,26,0.76532,26,0.75511,19,0.27562
ENSG00000181704,YIPF6,0,-6.4405,45,0.61360,28,-0.1768,17,-0.8930,26,-0.2826,63,1.14993,19,-0.7504,30,-0.0444,34,0.14393,41,0.48656
ENSG00000181191,PJA1,22,-2.4216,17,-2.7301,77,-0.6080,124,0.18727,110,-0.0112,77,-0.5553,199,0.95223,130,0.25485,136,0.33568,178,0.87704
ENSG00000089289,IGBP1,93,1.29024,48,0.18656,22,-1.0341,24,-0.8807,48,0.21442,60,0.54582,30,-0.5266,41,-0.0644,33,-0.3821,43,0.04654
ENSG00000120509,PDZD11,0,-6.7983,36,-0.1699,50,0.39800,60,0.65439,35,-0.2084,38,-0.0578,63,0.74149,23,-0.8319,24,-0.7387,49,0.36855
ENSG00000082458,DLG3,0,-7.3448,15,-1.9774,39,-0.6625,92,0.73814,48,-0.3039,52,-0.1758,112,1.06111,54,-0.1108,58,-0.0075,95,0.88646
ENSG00000147164,SNX12,9,-2.3144,53,0.32815,44,0.06581,32,-0.4256,36,-0.2769,31,-0.4678,41,-0.0806,58,0.47139,19,-1.2290,73,0.98236
ENSG00000184481,FOXO4,39,1.56155,47,1.94426,19,0.43141,5,-1.6905,10,-0.5726,0,-7.4709,13,-0.2160,1,-3.4903,0,-7.2628,13,-0.1791
ENSG00000196338,NLGN3,0,-7.9331,78,-0.1819,80,-0.1639,89,0.03062,119,0.48370,116,0.44145,157,0.93932,90,0.04310,31,-1.5547,107,0.34177
ENSG00000147130,ZMYM3,0,-7.4261,32,-0.9810,47,-0.4365,78,0.36746,70,0.19447,53,-0.2437,119,1.07436,65,0.09471,49,-0.3672,89,0.66840
ENSG00000147140,NONO,140,0.14198,93,-0.4904,85,-0.6762,85,-0.6362,87,-0.5956,141,0.14974,161,0.35732,165,0.40471,200,0.71572,147,0.24464
ENSG00000147133,TAF1,46,1.29598,17,-0.3135,14,-0.5861,16,-0.4087,18,-0.2464,7,-1.5555,15,-0.4446,67,1.99632,0,-7.7220,17,-0.3295
ENSG00000147162,OGT,53,-0.9128,94,-0.0459,65,-0.6631,112,0.23909,114,0.25880,89,-0.1174,107,0.16157,122,0.36968,100,0.05809,119,0.36373
ENSG00000204131,NHSL2,0,-6.5519,0,-7.1508,26,-0.4123,25,-0.4223,19,-0.8177,27,-0.3409,20,-0.7563,39,0.24962,114,2.11529,52,0.79040
ENSG00000242732,RTL5,0,-5.9100,9,-1.3144,23,0.15693,39,0.98261,14,-0.6118,10,-1.1168,19,-0.1559,28,0.42405,18,-0.2757,36,0.94672
ENSG00000102309,PIN4,112,1.29781,75,0.62248,27,-1.0024,31,-0.7331,43,-0.2410,70,0.51978,34,-0.6191,47,-0.1175,71,0.54625,35,-0.6248
ENSG00000198034,RPS4X,1579,2.20288,926,1.20200,339,-0.4593,181,-1.3723,218,-1.0962,330,-0.4656,337,-0.4360,285,-0.6928,354,-0.3599,230,-1.0850
